"","Gene","Clinical.feature","Cancer","Sample.type","comparison","comp.x","comp.y","p.value","p.adj","log2FC","method"
"410","TMPRSS2","race","SARC","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"411","TMPRSS2","race","SKCMmets","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"412","TMPRSS2","race","SKCMmets","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"413","TMPRSS2","race","SKCMprimary","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"414","TMPRSS2","race","SKCMprimary","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"415","TMPRSS2","race","STAD","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"416","TMPRSS2","race","STAD","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"417","TMPRSS2","race","TGCT","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"418","TMPRSS2","race","TGCT","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"419","TMPRSS2","race","THCA","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"420","TMPRSS2","race","THCA","Tumor","ASIAN-WHITE",8.64271279059392,8.63304597540568,0.999053687656883,0.999988432922797,0.00966681518823798,"Tukey HSD test with ANOVA fit"
"421","TMPRSS2","race","THCA","Tumor","AA-WHITE",8.48185735885059,8.63304597540568,0.87748657729164,0.999988432922797,-0.151188616555091,"Tukey HSD test with ANOVA fit"
"422","TMPRSS2","race","THCA","Tumor","AA-ASIAN",8.48185735885059,8.64271279059392,0.900671886348559,0.999988432922797,-0.160855431743329,"Tukey HSD test with ANOVA fit"
"423","TMPRSS2","race","THYM","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"424","TMPRSS2","race","THYM","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"425","TMPRSS2","race","UCEC","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"426","TMPRSS2","race","UCEC","Tumor","ASIAN-WHITE",8.82733443229677,9.02689553977225,0.867065493198087,0.999988432922797,-0.199561107475477,"Tukey HSD test with ANOVA fit"
"427","TMPRSS2","race","UCEC","Tumor","AA-WHITE",8.64928012783577,9.02689553977225,0.114650706354457,0.589632204108638,-0.377615411936473,"Tukey HSD test with ANOVA fit"
"428","TMPRSS2","race","UCEC","Tumor","AA-ASIAN",8.64928012783577,8.82733443229677,0.904196858334577,0.999988432922797,-0.178054304460996,"Tukey HSD test with ANOVA fit"
"429","TMPRSS2","race","UCS","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"430","TMPRSS2","race","UCS","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"431","TMPRSS2","race","UVM","Normal",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"432","TMPRSS2","race","UVM","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"433","ACE2","stage","ACC","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"434","ACE2","stage","BLCA","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"435","ACE2","stage","BRCA","Tumor","III-IV",3.00268336542715,3.07067107299439,0.998762606368866,0.999999365038268,-0.0679877075672404,"Tukey HSD test with ANOVA fit"
"436","ACE2","stage","BRCA","Tumor","II-IV",3.33976768216931,3.07067107299439,0.927876838081997,0.999999365038268,0.269096609174929,"Tukey HSD test with ANOVA fit"
"437","ACE2","stage","BRCA","Tumor","I-IV",3.00497498230008,3.07067107299439,0.998928724888309,0.999999365038268,-0.0656960906943094,"Tukey HSD test with ANOVA fit"
"438","ACE2","stage","BRCA","Tumor","II-III",3.33976768216931,3.00268336542715,0.0947758113953192,0.999999365038268,0.337084316742169,"Tukey HSD test with ANOVA fit"
"439","ACE2","stage","BRCA","Tumor","I-III",3.00497498230008,3.00268336542715,0.999999365038268,0.999999365038268,0.002291616872931,"Tukey HSD test with ANOVA fit"
"440","ACE2","stage","BRCA","Tumor","I-II",3.00497498230008,3.33976768216931,0.173573268415509,0.999999365038268,-0.334792699869238,"Tukey HSD test with ANOVA fit"
"441","ACE2","stage","CESC","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"442","ACE2","stage","CHOL","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"443","ACE2","stage","COAD","Tumor","III-IV",8.76924142586926,8.91969955208819,0.972379674889838,0.999999365038268,-0.150458126218924,"Tukey HSD test with ANOVA fit"
"444","ACE2","stage","COAD","Tumor","II-IV",8.69643366776593,8.91969955208819,0.904674432935386,0.999999365038268,-0.223265884322263,"Tukey HSD test with ANOVA fit"
"445","ACE2","stage","COAD","Tumor","I-IV",9.02879816006571,8.91969955208819,0.991938956891799,0.999999365038268,0.109098607977518,"Tukey HSD test with ANOVA fit"
"446","ACE2","stage","COAD","Tumor","II-III",8.69643366776593,8.76924142586926,0.992526319212479,0.999999365038268,-0.0728077581033393,"Tukey HSD test with ANOVA fit"
"447","ACE2","stage","COAD","Tumor","I-III",9.02879816006571,8.76924142586926,0.85867301731482,0.999999365038268,0.259556734196442,"Tukey HSD test with ANOVA fit"
"448","ACE2","stage","COAD","Tumor","I-II",9.02879816006571,8.69643366776593,0.706446510061948,0.999999365038268,0.332364492299781,"Tukey HSD test with ANOVA fit"
"449","ACE2","stage","DLBC","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"450","ACE2","stage","ESCA","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"451","ACE2","stage","GBM","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"452","ACE2","stage","HNSC","Tumor","III-IV",6.23005547641192,6.14874672443153,0.979395232515783,0.999999365038268,0.0813087519803846,"Tukey HSD test with ANOVA fit"
"453","ACE2","stage","HNSC","Tumor","II-IV",6.26369578942458,6.14874672443153,0.951088584021536,0.999999365038268,0.114949064993052,"Tukey HSD test with ANOVA fit"
"454","ACE2","stage","HNSC","Tumor","I-IV",6.42415223647825,6.14874672443153,0.844597456097041,0.999999365038268,0.275405512046721,"Tukey HSD test with ANOVA fit"
"455","ACE2","stage","HNSC","Tumor","II-III",6.26369578942458,6.23005547641192,0.999258036800212,0.999999365038268,0.0336403130126675,"Tukey HSD test with ANOVA fit"
"456","ACE2","stage","HNSC","Tumor","I-III",6.42415223647825,6.23005547641192,0.952480499726243,0.999999365038268,0.194096760066336,"Tukey HSD test with ANOVA fit"
"457","ACE2","stage","HNSC","Tumor","I-II",6.42415223647825,6.26369578942458,0.973328910494302,0.999999365038268,0.160456447053669,"Tukey HSD test with ANOVA fit"
"458","ACE2","stage","KICH","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"459","ACE2","stage","KIRC","Tumor","III-IV",9.27460217246379,8.54848991792694,0.25660356127052,0.999999365038268,0.726112254536856,"Tukey HSD test with ANOVA fit"
"460","ACE2","stage","KIRC","Tumor","II-IV",9.31435253728095,8.54848991792694,0.377875555016151,0.999999365038268,0.765862619354012,"Tukey HSD test with ANOVA fit"
"461","ACE2","stage","KIRC","Tumor","I-IV",9.9361426366255,8.54848991792694,0.000487607427137493,0.0245700167775054,1.38765271869856,"Tukey HSD test with ANOVA fit"
"462","ACE2","stage","KIRC","Tumor","II-III",9.31435253728095,9.27460217246379,0.999742603929029,0.999999365038268,0.0397503648171558,"Tukey HSD test with ANOVA fit"
"463","ACE2","stage","KIRC","Tumor","I-III",9.9361426366255,9.27460217246379,0.127788088458135,0.999999365038268,0.661540464161707,"Tukey HSD test with ANOVA fit"
"464","ACE2","stage","KIRC","Tumor","I-II",9.9361426366255,9.31435253728095,0.416071186060025,0.999999365038268,0.621790099344551,"Tukey HSD test with ANOVA fit"
"465","ACE2","stage","KIRP","Tumor","III-IV",10.3281569014161,9.28635794933209,0.466372086375147,0.999999365038268,1.04179895208405,"Tukey HSD test with ANOVA fit"
"466","ACE2","stage","KIRP","Tumor","II-IV",10.9252633988468,9.28635794933209,0.194918304309301,0.999999365038268,1.63890544951474,"Tukey HSD test with ANOVA fit"
"467","ACE2","stage","KIRP","Tumor","I-IV",10.8082458616763,9.28635794933209,0.0964103241771382,0.999999365038268,1.52188791234419,"Tukey HSD test with ANOVA fit"
"468","ACE2","stage","KIRP","Tumor","II-III",10.9252633988468,10.3281569014161,0.780734319281447,0.999999365038268,0.597106497430687,"Tukey HSD test with ANOVA fit"
"469","ACE2","stage","KIRP","Tumor","I-III",10.8082458616763,10.3281569014161,0.605054838415284,0.999999365038268,0.480088960260138,"Tukey HSD test with ANOVA fit"
"470","ACE2","stage","KIRP","Tumor","I-II",10.8082458616763,10.9252633988468,0.996826188394298,0.999999365038268,-0.117017537170549,"Tukey HSD test with ANOVA fit"
"471","ACE2","stage","LAML","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"472","ACE2","stage","LGG","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"473","ACE2","stage","LIHC","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"474","ACE2","stage","LUAD","Tumor","III-IV",6.46047398299477,6.57363817263193,0.993781348886916,0.999999365038268,-0.11316418963716,"Tukey HSD test with ANOVA fit"
"475","ACE2","stage","LUAD","Tumor","II-IV",6.27121960663938,6.57363817263193,0.887679121662187,0.999999365038268,-0.302418565992546,"Tukey HSD test with ANOVA fit"
"476","ACE2","stage","LUAD","Tumor","I-IV",6.36357932721515,6.57363817263193,0.951944954935147,0.999999365038268,-0.210058845416779,"Tukey HSD test with ANOVA fit"
"477","ACE2","stage","LUAD","Tumor","II-III",6.27121960663938,6.46047398299477,0.901212661031096,0.999999365038268,-0.189254376355385,"Tukey HSD test with ANOVA fit"
"478","ACE2","stage","LUAD","Tumor","I-III",6.36357932721515,6.46047398299477,0.978061943280849,0.999999365038268,-0.0968946557796189,"Tukey HSD test with ANOVA fit"
"479","ACE2","stage","LUAD","Tumor","I-II",6.36357932721515,6.27121960663938,0.971982939182992,0.999999365038268,0.0923597205757662,"Tukey HSD test with ANOVA fit"
"480","ACE2","stage","LUSC","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"481","ACE2","stage","MESO","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"482","ACE2","stage","OV","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"483","ACE2","stage","PAAD","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"484","ACE2","stage","PCPG","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"485","ACE2","stage","PRAD","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"486","ACE2","stage","READ","Tumor","III-IV",9.24621108600916,9.41113204237334,0.990360307696624,0.999999365038268,-0.164920956364179,"Tukey HSD test with ANOVA fit"
"487","ACE2","stage","READ","Tumor","II-IV",8.96684158996762,9.41113204237334,0.848682117573077,0.999999365038268,-0.444290452405717,"Tukey HSD test with ANOVA fit"
"488","ACE2","stage","READ","Tumor","I-IV",9.20501916249543,9.41113204237334,0.98619181946316,0.999999365038268,-0.206112879877907,"Tukey HSD test with ANOVA fit"
"489","ACE2","stage","READ","Tumor","II-III",8.96684158996762,9.24621108600916,0.914729565305354,0.999999365038268,-0.279369496041538,"Tukey HSD test with ANOVA fit"
"490","ACE2","stage","READ","Tumor","I-III",9.20501916249543,9.24621108600916,0.99979573680489,0.999999365038268,-0.0411919235137272,"Tukey HSD test with ANOVA fit"
"491","ACE2","stage","READ","Tumor","I-II",9.20501916249543,8.96684158996762,0.964081710073249,0.999999365038268,0.23817757252781,"Tukey HSD test with ANOVA fit"
"492","ACE2","stage","SARC","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"493","ACE2","stage","SKCMmets","Tumor","III-IV",2.16656264836208,2.31586360540258,0.747901734043923,0.999999365038268,-0.149300957040496,"Tukey HSD test with ANOVA fit"
"494","ACE2","stage","SKCMmets","Tumor","II-IV",2.18350974362924,2.31586360540258,0.834317434847998,0.999999365038268,-0.132353861773344,"Tukey HSD test with ANOVA fit"
"495","ACE2","stage","SKCMmets","Tumor","I-IV",2.0656064926203,2.31586360540258,0.384566152911434,0.999999365038268,-0.250257112782275,"Tukey HSD test with ANOVA fit"
"496","ACE2","stage","SKCMmets","Tumor","II-III",2.18350974362924,2.16656264836208,0.997573176627731,0.999999365038268,0.016947095267152,"Tukey HSD test with ANOVA fit"
"497","ACE2","stage","SKCMmets","Tumor","I-III",2.0656064926203,2.16656264836208,0.671023585175042,0.999999365038268,-0.10095615574178,"Tukey HSD test with ANOVA fit"
"498","ACE2","stage","SKCMmets","Tumor","I-II",2.0656064926203,2.18350974362924,0.658844029094488,0.999999365038268,-0.117903251008932,"Tukey HSD test with ANOVA fit"
"499","ACE2","stage","SKCMprimary","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"500","ACE2","stage","STAD","Tumor","III-IV",6.83487356430474,6.8985205486584,0.99908136948405,0.999999365038268,-0.0636469843536549,"Tukey HSD test with ANOVA fit"
"501","ACE2","stage","STAD","Tumor","II-IV",6.5527471278266,6.8985205486584,0.889473397782309,0.999999365038268,-0.345773420831797,"Tukey HSD test with ANOVA fit"
"502","ACE2","stage","STAD","Tumor","I-IV",6.33076656952633,6.8985205486584,0.726150166298745,0.999999365038268,-0.567753979132068,"Tukey HSD test with ANOVA fit"
"503","ACE2","stage","STAD","Tumor","II-III",6.5527471278266,6.83487356430474,0.814856510032984,0.999999365038268,-0.282126436478142,"Tukey HSD test with ANOVA fit"
"504","ACE2","stage","STAD","Tumor","I-III",6.33076656952633,6.83487356430474,0.6117634216324,0.999999365038268,-0.504106994778414,"Tukey HSD test with ANOVA fit"
"505","ACE2","stage","STAD","Tumor","I-II",6.33076656952633,6.5527471278266,0.955160134985389,0.999999365038268,-0.221980558300271,"Tukey HSD test with ANOVA fit"
"506","ACE2","stage","TGCT","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"507","ACE2","stage","THCA","Tumor","III-IV",5.42673395832225,5.15021616371874,0.152375925512632,0.999999365038268,0.276517794603509,"Tukey HSD test with ANOVA fit"
"508","ACE2","stage","THCA","Tumor","II-IV",5.39026527399713,5.15021616371874,0.404495173269524,0.999999365038268,0.240049110278393,"Tukey HSD test with ANOVA fit"
"509","ACE2","stage","THCA","Tumor","I-IV",5.36669070989816,5.15021616371874,0.255094680218233,0.999999365038268,0.216474546179429,"Tukey HSD test with ANOVA fit"
"510","ACE2","stage","THCA","Tumor","II-III",5.39026527399713,5.42673395832225,0.992913426331778,0.999999365038268,-0.0364686843251159,"Tukey HSD test with ANOVA fit"
"511","ACE2","stage","THCA","Tumor","I-III",5.36669070989816,5.42673395832225,0.906909074504229,0.999999365038268,-0.0600432484240807,"Tukey HSD test with ANOVA fit"
"512","ACE2","stage","THCA","Tumor","I-II",5.36669070989816,5.39026527399713,0.997334979599295,0.999999365038268,-0.0235745640989649,"Tukey HSD test with ANOVA fit"
"513","ACE2","stage","THYM","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"514","ACE2","stage","UCEC","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"515","ACE2","stage","UCS","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"516","ACE2","stage","UVM","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"517","TMPRSS2","stage","ACC","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"518","TMPRSS2","stage","BLCA","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"519","TMPRSS2","stage","BRCA","Tumor","III-IV",7.5833706138067,8.41526288174583,0.222633122332243,0.999999365038268,-0.831892267939127,"Tukey HSD test with ANOVA fit"
"520","TMPRSS2","stage","BRCA","Tumor","II-IV",7.66005702632738,8.41526288174583,0.2845026940278,0.999999365038268,-0.755205855418452,"Tukey HSD test with ANOVA fit"
"521","TMPRSS2","stage","BRCA","Tumor","I-IV",7.85565772152598,8.41526288174583,0.582495534082136,0.999999365038268,-0.559605160219852,"Tukey HSD test with ANOVA fit"
"522","TMPRSS2","stage","BRCA","Tumor","II-III",7.66005702632738,7.5833706138067,0.948009782496652,0.999999365038268,0.076686412520675,"Tukey HSD test with ANOVA fit"
"523","TMPRSS2","stage","BRCA","Tumor","I-III",7.85565772152598,7.5833706138067,0.447610056458702,0.999999365038268,0.272287107719275,"Tukey HSD test with ANOVA fit"
"524","TMPRSS2","stage","BRCA","Tumor","I-II",7.85565772152598,7.66005702632738,0.606560826237458,0.999999365038268,0.1956006951986,"Tukey HSD test with ANOVA fit"
"525","TMPRSS2","stage","CESC","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"526","TMPRSS2","stage","CHOL","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"527","TMPRSS2","stage","COAD","Tumor","III-IV",11.7963764615642,11.7513595241389,0.979037259690876,0.999999365038268,0.0450169374253093,"Tukey HSD test with ANOVA fit"
"528","TMPRSS2","stage","COAD","Tumor","II-IV",11.7560469215681,11.7513595241389,0.999970718667975,0.999999365038268,0.00468739742923852,"Tukey HSD test with ANOVA fit"
"529","TMPRSS2","stage","COAD","Tumor","I-IV",11.8567342629891,11.7513595241389,0.837701651617468,0.999999365038268,0.105374738850156,"Tukey HSD test with ANOVA fit"
"530","TMPRSS2","stage","COAD","Tumor","II-III",11.7560469215681,11.7963764615642,0.96626790529833,0.999999365038268,-0.0403295399960708,"Tukey HSD test with ANOVA fit"
"531","TMPRSS2","stage","COAD","Tumor","I-III",11.8567342629891,11.7963764615642,0.944263965321612,0.999999365038268,0.0603578014248463,"Tukey HSD test with ANOVA fit"
"532","TMPRSS2","stage","COAD","Tumor","I-II",11.8567342629891,11.7560469215681,0.757194405659738,0.999999365038268,0.100687341420917,"Tukey HSD test with ANOVA fit"
"533","TMPRSS2","stage","DLBC","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"534","TMPRSS2","stage","ESCA","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"535","TMPRSS2","stage","GBM","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"536","TMPRSS2","stage","HNSC","Tumor","III-IV",6.27507536785611,5.96260273300872,0.804646960428385,0.999999365038268,0.312472634847387,"Tukey HSD test with ANOVA fit"
"537","TMPRSS2","stage","HNSC","Tumor","II-IV",5.68059042577177,5.96260273300872,0.863924240714445,0.999999365038268,-0.28201230723695,"Tukey HSD test with ANOVA fit"
"538","TMPRSS2","stage","HNSC","Tumor","I-IV",5.97031028612312,5.96260273300872,0.999999075708844,0.999999365038268,0.00770755311439686,"Tukey HSD test with ANOVA fit"
"539","TMPRSS2","stage","HNSC","Tumor","II-III",5.68059042577177,6.27507536785611,0.535541741924902,0.999999365038268,-0.594484942084337,"Tukey HSD test with ANOVA fit"
"540","TMPRSS2","stage","HNSC","Tumor","I-III",5.97031028612312,6.27507536785611,0.960521160857135,0.999999365038268,-0.30476508173299,"Tukey HSD test with ANOVA fit"
"541","TMPRSS2","stage","HNSC","Tumor","I-II",5.97031028612312,5.68059042577177,0.96709153410734,0.999999365038268,0.289719860351347,"Tukey HSD test with ANOVA fit"
"542","TMPRSS2","stage","KICH","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"543","TMPRSS2","stage","KIRC","Tumor","III-IV",3.90545976924929,4.28261205877677,0.651778409404797,0.999999365038268,-0.377152289527471,"Tukey HSD test with ANOVA fit"
"544","TMPRSS2","stage","KIRC","Tumor","II-IV",4.58994344491464,4.28261205877677,0.862581110916907,0.999999365038268,0.307331386137876,"Tukey HSD test with ANOVA fit"
"545","TMPRSS2","stage","KIRC","Tumor","I-IV",4.43507475437776,4.28261205877677,0.951908152193997,0.999999365038268,0.152462695600999,"Tukey HSD test with ANOVA fit"
"546","TMPRSS2","stage","KIRC","Tumor","II-III",4.58994344491464,3.90545976924929,0.240215072267574,0.999999365038268,0.684483675665347,"Tukey HSD test with ANOVA fit"
"547","TMPRSS2","stage","KIRC","Tumor","I-III",4.43507475437776,3.90545976924929,0.144872817589193,0.999999365038268,0.52961498512847,"Tukey HSD test with ANOVA fit"
"548","TMPRSS2","stage","KIRC","Tumor","I-II",4.43507475437776,4.58994344491464,0.966543051202498,0.999999365038268,-0.154868690536877,"Tukey HSD test with ANOVA fit"
"549","TMPRSS2","stage","KIRP","Tumor","III-IV",5.33861916259379,4.70587663869005,0.659786913872203,0.999999365038268,0.632742523903744,"Tukey HSD test with ANOVA fit"
"550","TMPRSS2","stage","KIRP","Tumor","II-IV",5.36464578749806,4.70587663869005,0.726709429116755,0.999999365038268,0.658769148808011,"Tukey HSD test with ANOVA fit"
"551","TMPRSS2","stage","KIRP","Tumor","I-IV",6.21380070189263,4.70587663869005,0.0162750080337374,0.333256234733748,1.50792406320257,"Tukey HSD test with ANOVA fit"
"552","TMPRSS2","stage","KIRP","Tumor","II-III",5.36464578749806,5.33861916259379,0.999944838839967,0.999999365038268,0.0260266249042669,"Tukey HSD test with ANOVA fit"
"553","TMPRSS2","stage","KIRP","Tumor","I-III",6.21380070189263,5.33861916259379,0.0194399470261353,0.333256234733748,0.875181539298831,"Tukey HSD test with ANOVA fit"
"554","TMPRSS2","stage","KIRP","Tumor","I-II",6.21380070189263,5.36464578749806,0.20658581324182,0.999999365038268,0.849154914394564,"Tukey HSD test with ANOVA fit"
"555","TMPRSS2","stage","LAML","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"556","TMPRSS2","stage","LGG","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"557","TMPRSS2","stage","LIHC","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"558","TMPRSS2","stage","LUAD","Tumor","III-IV",10.1467647730273,9.8367042988351,0.83980763456999,0.999999365038268,0.310060474192211,"Tukey HSD test with ANOVA fit"
"559","TMPRSS2","stage","LUAD","Tumor","II-IV",10.4552022057094,9.8367042988351,0.313949301371782,0.999999365038268,0.618497906874303,"Tukey HSD test with ANOVA fit"
"560","TMPRSS2","stage","LUAD","Tumor","I-IV",10.8391329465339,9.8367042988351,0.0181516053021576,0.333256234733748,1.0024286476988,"Tukey HSD test with ANOVA fit"
"561","TMPRSS2","stage","LUAD","Tumor","II-III",10.4552022057094,10.1467647730273,0.55946926302433,0.999999365038268,0.308437432682092,"Tukey HSD test with ANOVA fit"
"562","TMPRSS2","stage","LUAD","Tumor","I-III",10.8391329465339,10.1467647730273,0.00502324986296077,0.150697495888823,0.692368173506585,"Tukey HSD test with ANOVA fit"
"563","TMPRSS2","stage","LUAD","Tumor","I-II",10.8391329465339,10.4552022057094,0.149990664850143,0.999999365038268,0.383930740824493,"Tukey HSD test with ANOVA fit"
"564","TMPRSS2","stage","LUSC","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"565","TMPRSS2","stage","MESO","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"566","TMPRSS2","stage","OV","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"567","TMPRSS2","stage","PAAD","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"568","TMPRSS2","stage","PCPG","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"569","TMPRSS2","stage","PRAD","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"570","TMPRSS2","stage","READ","Tumor","III-IV",11.6133765192601,11.7879305080121,0.84001375063662,0.999999365038268,-0.174553988752054,"Tukey HSD test with ANOVA fit"
"571","TMPRSS2","stage","READ","Tumor","II-IV",11.5922872166945,11.7879305080121,0.790057173172873,0.999999365038268,-0.195643291317651,"Tukey HSD test with ANOVA fit"
"572","TMPRSS2","stage","READ","Tumor","I-IV",12.0286744705473,11.7879305080121,0.728495883753965,0.999999365038268,0.240743962535129,"Tukey HSD test with ANOVA fit"
"573","TMPRSS2","stage","READ","Tumor","II-III",11.5922872166945,11.6133765192601,0.999253406834253,0.999999365038268,-0.0210893025655974,"Tukey HSD test with ANOVA fit"
"574","TMPRSS2","stage","READ","Tumor","I-III",12.0286744705473,11.6133765192601,0.137942970849695,0.999999365038268,0.415297951287183,"Tukey HSD test with ANOVA fit"
"575","TMPRSS2","stage","READ","Tumor","I-II",12.0286744705473,11.5922872166945,0.110701985946757,0.999999365038268,0.43638725385278,"Tukey HSD test with ANOVA fit"
"576","TMPRSS2","stage","SARC","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"577","TMPRSS2","stage","SKCMmets","Tumor","III-IV",3.93408485545696,3.41046906650047,0.501129247366981,0.999999365038268,0.523615788956493,"Tukey HSD test with ANOVA fit"
"578","TMPRSS2","stage","SKCMmets","Tumor","II-IV",3.84971528348565,3.41046906650047,0.68276213573596,0.999999365038268,0.439246216985183,"Tukey HSD test with ANOVA fit"
"579","TMPRSS2","stage","SKCMmets","Tumor","I-IV",3.70819186446196,3.41046906650047,0.875194148306177,0.999999365038268,0.297722797961489,"Tukey HSD test with ANOVA fit"
"580","TMPRSS2","stage","SKCMmets","Tumor","II-III",3.84971528348565,3.93408485545696,0.981893071297435,0.999999365038268,-0.0843695719713109,"Tukey HSD test with ANOVA fit"
"581","TMPRSS2","stage","SKCMmets","Tumor","I-III",3.70819186446196,3.93408485545696,0.746064316387734,0.999999365038268,-0.225892990995004,"Tukey HSD test with ANOVA fit"
"582","TMPRSS2","stage","SKCMmets","Tumor","I-II",3.70819186446196,3.84971528348565,0.946782042021787,0.999999365038268,-0.141523419023693,"Tukey HSD test with ANOVA fit"
"583","TMPRSS2","stage","SKCMprimary","Tumor",NA,NA,NA,NA,NA,NA,"Tukey HSD test with ANOVA fit"
"584","TMPRSS2","stage","STAD","Tumor","III-IV",11.0354637784629,11.1488535645931,0.98268535800258,0.999999365038268,-0.113389786130139,"Tukey HSD test with ANOVA fit"
"585","TMPRSS2","stage","STAD","Tumor","II-IV",11.0728330194815,11.1488535645931,0.995075158046913,0.999999365038268,-0.0760205451115841,"Tukey HSD test with ANOVA fit"
"586","TMPRSS2","stage","STAD","Tumor","I-IV",11.2422573792858,11.1488535645931,0.993889037109016,0.999999365038268,0.0934038146927403,"Tukey HSD test with ANOVA fit"
"587","TMPRSS2","stage","STAD","Tumor","II-III",11.0728330194815,11.0354637784629,0.997464938127358,0.999999365038268,0.0373692410185544,"Tukey HSD test with ANOVA fit"
"588","TMPRSS2","stage","STAD","Tumor","I-III",11.2422573792858,11.0354637784629,0.857494438407039,0.999999365038268,0.206793600822879,"Tukey HSD test with ANOVA fit"
"589","TMPRSS2","stage","STAD","Tumor","I-II",11.2422573792858,11.0728330194815,0.924159014979278,0.999999365038268,0.169424359804324,"Tukey HSD test with ANOVA fit"
