"","Cancer","Sample.type","Sample.total","Gene1","Gene2","estimate","statistic","p.value","method","alternative","p.adj"
"397","THCA","Tumor",502,"TMPRSS2","Angio.gene6",-0.400929063119197,29537540,0,"Spearman's rank correlation rho","two.sided",0
"398","THCA","Normal",58,"TMPRSS2","Angio.gene6",-0.238979974776216,40278,0.0709706018503648,"Spearman's rank correlation rho","two.sided",0.1628552457919
"399","THYM","Tumor",119,"TMPRSS2","Angio.gene6",0.15945135630198,236059.681096152,0.0832469758677555,"Spearman's rank correlation rho","two.sided",0.182073735413708
"400","THYM","Normal",2,"TMPRSS2","Angio.gene6",NA,NA,NA,NA,NA,NA
"401","UCEC","Tumor",530,"TMPRSS2","Angio.gene6",-0.107438014363949,27478577.053719,0.0133334795749026,"Spearman's rank correlation rho","two.sided",0.0436786399867498
"402","UCEC","Normal",22,"TMPRSS2","Angio.gene6",-0.365330321852061,2418,0.0952226428234462,"Spearman's rank correlation rho","two.sided",0.200884325138915
"403","UCS","Tumor",56,"TMPRSS2","Angio.gene6",0.121157231002498,25714.9394208669,0.373738984670785,"Spearman's rank correlation rho","two.sided",0.514568167300356
"404","UCS","Normal",0,"TMPRSS2","Angio.gene6",NA,NA,NA,NA,NA,NA
"405","UVM","Tumor",80,"TMPRSS2","Angio.gene6",0.182010799018363,69790.8386277533,0.106124419816589,"Spearman's rank correlation rho","two.sided",0.217953882109365
"406","UVM","Normal",0,"TMPRSS2","Angio.gene6",NA,NA,NA,NA,NA,NA
"407","ACC","Tumor",79,"TMPRSS2","Tinfl.gene160",-0.261108149299732,103612.645546466,0.0201112740168635,"Spearman's rank correlation rho","two.sided",0.0608462111975171
"408","ACC","Normal",0,"TMPRSS2","Tinfl.gene160",NA,NA,NA,NA,NA,NA
"409","BLCA","Tumor",408,"TMPRSS2","Tinfl.gene160",-0.306688231852397,14791036.5334415,2.46839004284451e-10,"Spearman's rank correlation rho","two.sided",4.04305265638325e-09
"410","BLCA","Normal",19,"TMPRSS2","Tinfl.gene160",0.12280701754386,1000,0.615534278276501,"Spearman's rank correlation rho","two.sided",0.716614662209162
"411","BRCA","Tumor",1084,"TMPRSS2","Tinfl.gene160",0.0545818116274202,200705918.727091,0.0724427098996671,"Spearman's rank correlation rho","two.sided",0.165186882139028
"412","BRCA","Normal",113,"TMPRSS2","Tinfl.gene160",-0.274825735114825,306549.695568651,0.00322015867874116,"Spearman's rank correlation rho","two.sided",0.013536065242496
"413","CESC","Tumor",304,"TMPRSS2","Tinfl.gene160",-0.167992226995814,5468960.08399612,0.00330459848380919,"Spearman's rank correlation rho","two.sided",0.013769160349205
"414","CESC","Normal",3,"TMPRSS2","Tinfl.gene160",NA,NA,NA,NA,NA,NA
"415","CHOL","Tumor",36,"TMPRSS2","Tinfl.gene160",-0.0903474903474904,8472,0.599015253146675,"Spearman's rank correlation rho","two.sided",0.707791654837489
"416","CHOL","Normal",9,"TMPRSS2","Tinfl.gene160",NA,NA,NA,NA,NA,NA
"417","COAD","Tumor",447,"TMPRSS2","Tinfl.gene160",-0.12892322938746,16804808,0.00637457125463455,"Spearman's rank correlation rho","two.sided",0.0242233707676113
"418","COAD","Normal",41,"TMPRSS2","Tinfl.gene160",-0.0752613240418119,12344,0.638966968306208,"Spearman's rank correlation rho","two.sided",0.733507366577063
"419","DLBC","Tumor",48,"TMPRSS2","Tinfl.gene160",-0.250759819005742,23043.9989053618,0.0855950000308481,"Spearman's rank correlation rho","two.sided",0.18480738643024
"420","DLBC","Normal",0,"TMPRSS2","Tinfl.gene160",NA,NA,NA,NA,NA,NA
"421","ESCA","Tumor",161,"TMPRSS2","Tinfl.gene160",0.120554405337014,611672,0.127594047700621,"Spearman's rank correlation rho","two.sided",0.247376214929776
"422","ESCA","Normal",9,"TMPRSS2","Tinfl.gene160",NA,NA,NA,NA,NA,NA
"423","GBM","Tumor",152,"TMPRSS2","Tinfl.gene160",-0.0342519187229319,605322.825982483,0.675272391894058,"Spearman's rank correlation rho","two.sided",0.767354990788702
"424","GBM","Normal",0,"TMPRSS2","Tinfl.gene160",NA,NA,NA,NA,NA,NA
"425","HNSC","Tumor",500,"TMPRSS2","Tinfl.gene160",0.0604525304511937,19573827.3199777,0.177140811130159,"Spearman's rank correlation rho","two.sided",0.30666274937932
"426","HNSC","Normal",44,"TMPRSS2","Tinfl.gene160",-0.163777307963354,16514,0.287061887754913,"Spearman's rank correlation rho","two.sided",0.427716278911702
"427","KICH","Tumor",65,"TMPRSS2","Tinfl.gene160",-0.312062937062937,60040,0.0116716230501368,"Spearman's rank correlation rho","two.sided",0.0390424010479929
"428","KICH","Normal",24,"TMPRSS2","Tinfl.gene160",-0.594782608695652,3668,0.00262428957895368,"Spearman's rank correlation rho","two.sided",0.0118717861905047
"429","KIRC","Tumor",530,"TMPRSS2","Tinfl.gene160",-0.126590124386006,27953793.4759083,0.00350936956083601,"Spearman's rank correlation rho","two.sided",0.0144952220991053
"430","KIRC","Normal",72,"TMPRSS2","Tinfl.gene160",-0.615730915171394,100492,1.7764155652007e-08,"Spearman's rank correlation rho","two.sided",2.22051945650088e-07
"431","KIRP","Tumor",288,"TMPRSS2","Tinfl.gene160",-0.0547971699440178,4199426,0.35392549363707,"Spearman's rank correlation rho","two.sided",0.49591330229383
"432","KIRP","Normal",32,"TMPRSS2","Tinfl.gene160",-0.422287390029326,7760,0.0167815818492816,"Spearman's rank correlation rho","two.sided",0.0527897442278726
"433","LGG","Tumor",510,"TMPRSS2","Tinfl.gene160",0.160350789461041,18563313.2010177,0.000277013317120739,"Spearman's rank correlation rho","two.sided",0.00160465031258965
"434","LGG","Normal",0,"TMPRSS2","Tinfl.gene160",NA,NA,NA,NA,NA,NA
"435","LIHC","Tumor",371,"TMPRSS2","Tinfl.gene160",-0.00685439808994282,8569076,0.895266897280861,"Spearman's rank correlation rho","two.sided",0.932569684667564
"436","LIHC","Normal",50,"TMPRSS2","Tinfl.gene160",0.0276110444177671,20250,0.848745773672774,"Spearman's rank correlation rho","two.sided",0.903933279135802
"437","LUAD","Tumor",512,"TMPRSS2","Tinfl.gene160",0.0208290869517608,21903598.9895855,0.638206775777085,"Spearman's rank correlation rho","two.sided",0.733507366577063
"438","LUAD","Normal",59,"TMPRSS2","Tinfl.gene160",-0.113325540619521,38098,0.391771898294913,"Spearman's rank correlation rho","two.sided",0.531690433400239
"439","LUSC","Tumor",501,"TMPRSS2","Tinfl.gene160",0.308809504496982,14486316,2.04202712630005e-12,"Spearman's rank correlation rho","two.sided",4.40892220451147e-11
"440","LUSC","Normal",49,"TMPRSS2","Tinfl.gene160",-0.345102040816326,26364,0.0155849569211833,"Spearman's rank correlation rho","two.sided",0.0496835875004167
"441","MESO","Tumor",86,"TMPRSS2","Tinfl.gene160",0.0924388173779615,96196.947552023,0.397266751266807,"Spearman's rank correlation rho","two.sided",0.537611700432288
"442","MESO","Normal",0,"TMPRSS2","Tinfl.gene160",NA,NA,NA,NA,NA,NA
"443","OV","Tumor",264,"TMPRSS2","Tinfl.gene160",-0.218775017731799,3737471.09387598,0.000341907315508647,"Spearman's rank correlation rho","two.sided",0.00191065852784244
"444","OV","Normal",0,"TMPRSS2","Tinfl.gene160",NA,NA,NA,NA,NA,NA
"445","PAAD","Tumor",177,"TMPRSS2","Tinfl.gene160",-0.20893422897803,1117268,0.00533255448667882,"Spearman's rank correlation rho","two.sided",0.0209335816625821
"446","PAAD","Normal",4,"TMPRSS2","Tinfl.gene160",NA,NA,NA,NA,NA,NA
"447","PCPG","Tumor",178,"TMPRSS2","Tinfl.gene160",0.072390974064559,871886.624138473,0.33691823989534,"Spearman's rank correlation rho","two.sided",0.474884759496398
"448","PCPG","Normal",3,"TMPRSS2","Tinfl.gene160",NA,NA,NA,NA,NA,NA
"449","PRAD","Tumor",495,"TMPRSS2","Tinfl.gene160",-0.251286008841187,25294096,1.62230313876051e-08,"Spearman's rank correlation rho","two.sided",2.08268646192227e-07
"450","PRAD","Normal",52,"TMPRSS2","Tinfl.gene160",0.0102450268931956,23186,0.942566340953699,"Spearman's rank correlation rho","two.sided",0.960770411916324
"451","READ","Tumor",159,"TMPRSS2","Tinfl.gene160",-0.13434738476236,759922,0.0913339876913074,"Spearman's rank correlation rho","two.sided",0.193676982827549
"452","READ","Normal",10,"TMPRSS2","Tinfl.gene160",NA,NA,NA,NA,NA,NA
"453","SARC","Tumor",259,"TMPRSS2","Tinfl.gene160",-0.0438499629770104,3022592.82979549,0.482290756372129,"Spearman's rank correlation rho","two.sided",0.612446962916862
"454","SARC","Normal",2,"TMPRSS2","Tinfl.gene160",NA,NA,NA,NA,NA,NA
"455","SKCMmets","Tumor",367,"TMPRSS2","Tinfl.gene160",-0.0783661818559861,8884029.20646127,0.134012749253995,"Spearman's rank correlation rho","two.sided",0.252338048790163
"456","SKCMmets","Normal",1,"TMPRSS2","Tinfl.gene160",NA,NA,NA,NA,NA,NA
"457","SKCMprimary","Tumor",103,"TMPRSS2","Tinfl.gene160",-0.201282797565159,218758.402567806,0.0414716675827623,"Spearman's rank correlation rho","two.sided",0.104782138839426
"458","SKCMprimary","Normal",0,"TMPRSS2","Tinfl.gene160",NA,NA,NA,NA,NA,NA
"459","STAD","Tumor",374,"TMPRSS2","Tinfl.gene160",-0.0135959616135388,6698430,0.802368737088995,"Spearman's rank correlation rho","two.sided",0.863604699866511
"460","STAD","Normal",30,"TMPRSS2","Tinfl.gene160",0.665406006674082,1504,8.95880778269242e-05,"Spearman's rank correlation rho","two.sided",0.000594396131027523
"461","TGCT","Tumor",134,"TMPRSS2","Tinfl.gene160",-0.579391264230227,633328,0,"Spearman's rank correlation rho","two.sided",0
"462","TGCT","Normal",0,"TMPRSS2","Tinfl.gene160",NA,NA,NA,NA,NA,NA
"463","THCA","Tumor",502,"TMPRSS2","Tinfl.gene160",0.23159622791438,16201218,1.67381803700692e-07,"Spearman's rank correlation rho","two.sided",1.69162461186869e-06
"464","THCA","Normal",58,"TMPRSS2","Tinfl.gene160",0.163431665077363,27196,0.219642865381936,"Spearman's rank correlation rho","two.sided",0.361697244085656
"465","THYM","Tumor",119,"TMPRSS2","Tinfl.gene160",0.129519509471376,244465.740960059,0.160349102347833,"Spearman's rank correlation rho","two.sided",0.291823078985519
"466","THYM","Normal",2,"TMPRSS2","Tinfl.gene160",NA,NA,NA,NA,NA,NA
"467","UCEC","Tumor",530,"TMPRSS2","Tinfl.gene160",-0.0399207753902435,25803289.0199604,0.359016354186142,"Spearman's rank correlation rho","two.sided",0.501552839627906
"468","UCEC","Normal",22,"TMPRSS2","Tinfl.gene160",0.409373235460192,1046,0.059638062977753,"Spearman's rank correlation rho","two.sided",0.142352160374033
"469","UCS","Tumor",56,"TMPRSS2","Tinfl.gene160",0.397580273131752,17626.8012081649,0.00241122541957051,"Spearman's rank correlation rho","two.sided",0.0110128084066922
"470","UCS","Normal",0,"TMPRSS2","Tinfl.gene160",NA,NA,NA,NA,NA,NA
"471","UVM","Tumor",80,"TMPRSS2","Tinfl.gene160",0.00300688981341642,85063.4521611193,0.978881493086336,"Spearman's rank correlation rho","two.sided",0.986409757415621
"472","UVM","Normal",0,"TMPRSS2","Tinfl.gene160",NA,NA,NA,NA,NA,NA
"473","ACC","Tumor",79,"TMPRSS2","myeloid.gene6",-0.126794930087963,92577.4714560271,0.265486837841681,"Spearman's rank correlation rho","two.sided",0.404186692226918
"474","ACC","Normal",0,"TMPRSS2","myeloid.gene6",NA,NA,NA,NA,NA,NA
"475","BLCA","Tumor",408,"TMPRSS2","myeloid.gene6",-0.22998072614475,13922747.1499039,2.67652562054522e-06,"Spearman's rank correlation rho","two.sided",2.11891611626496e-05
"476","BLCA","Normal",19,"TMPRSS2","myeloid.gene6",-0.164912280701754,1328,0.498343596937063,"Spearman's rank correlation rho","two.sided",0.624573109617691
"477","BRCA","Tumor",1084,"TMPRSS2","myeloid.gene6",0.211456468013717,167402484.942718,2.01162453563539e-12,"Spearman's rank correlation rho","two.sided",4.40892220451147e-11
"478","BRCA","Normal",113,"TMPRSS2","myeloid.gene6",-0.0841887243892716,260708.357421542,0.375314116972361,"Spearman's rank correlation rho","two.sided",0.515243368675929
"479","CESC","Tumor",304,"TMPRSS2","myeloid.gene6",0.126489219804674,4090091.93675539,0.0274404941852768,"Spearman's rank correlation rho","two.sided",0.0757804345232935
"480","CESC","Normal",3,"TMPRSS2","myeloid.gene6",NA,NA,NA,NA,NA,NA
"481","CHOL","Tumor",36,"TMPRSS2","myeloid.gene6",0.0805662805662806,7144,0.639309578448219,"Spearman's rank correlation rho","two.sided",0.733507366577063
"482","CHOL","Normal",9,"TMPRSS2","myeloid.gene6",NA,NA,NA,NA,NA,NA
"483","COAD","Tumor",447,"TMPRSS2","myeloid.gene6",0.163184307942336,12456584,0.000541196520260963,"Spearman's rank correlation rho","two.sided",0.00279422116439084
"484","COAD","Normal",41,"TMPRSS2","myeloid.gene6",-0.120731707317073,12866,0.450747626997579,"Spearman's rank correlation rho","two.sided",0.585456214577004
"485","DLBC","Tumor",48,"TMPRSS2","myeloid.gene6",0.0117065011490464,18208.31942283,0.937056674970311,"Spearman's rank correlation rho","two.sided",0.957208431421285
"486","DLBC","Normal",0,"TMPRSS2","myeloid.gene6",NA,NA,NA,NA,NA,NA
"487","ESCA","Tumor",161,"TMPRSS2","myeloid.gene6",0.468182079595123,369890,5.67548019406983e-10,"Spearman's rank correlation rho","two.sided",8.69630029736506e-09
"488","ESCA","Normal",9,"TMPRSS2","myeloid.gene6",NA,NA,NA,NA,NA,NA
"489","GBM","Tumor",152,"TMPRSS2","myeloid.gene6",0.0948113752995626,529785.177510173,0.245282915979974,"Spearman's rank correlation rho","two.sided",0.387074369071387
"490","GBM","Normal",0,"TMPRSS2","myeloid.gene6",NA,NA,NA,NA,NA,NA
"491","HNSC","Tumor",500,"TMPRSS2","myeloid.gene6",0.0151391008544073,20517853.3271249,0.735594804200351,"Spearman's rank correlation rho","two.sided",0.813799288809687
"492","HNSC","Normal",44,"TMPRSS2","myeloid.gene6",-0.207470049330514,17134,0.176075900992182,"Spearman's rank correlation rho","two.sided",0.30666274937932
"493","KICH","Tumor",65,"TMPRSS2","myeloid.gene6",-0.0168706293706294,46532,0.893722971514289,"Spearman's rank correlation rho","two.sided",0.932569684667564
"494","KICH","Normal",24,"TMPRSS2","myeloid.gene6",-0.0104347826086957,2324,0.962699886898715,"Spearman's rank correlation rho","two.sided",0.977099244181388
"495","KIRC","Tumor",530,"TMPRSS2","myeloid.gene6",0.0718834756547536,23029118.6488649,0.0983077272520198,"Spearman's rank correlation rho","two.sided",0.205710001959072
"496","KIRC","Normal",72,"TMPRSS2","myeloid.gene6",0.16615216412631,51862,0.162734165224433,"Spearman's rank correlation rho","two.sided",0.295033314815289
"497","KIRP","Tumor",288,"TMPRSS2","myeloid.gene6",-0.0581493716568406,4212772,0.325222654859159,"Spearman's rank correlation rho","two.sided",0.461136600173434
"498","KIRP","Normal",32,"TMPRSS2","myeloid.gene6",-0.0978739002932551,5990,0.592768898642987,"Spearman's rank correlation rho","two.sided",0.702157672956157
"499","LGG","Tumor",510,"TMPRSS2","myeloid.gene6",0.197927303697975,17732556.0300141,6.68470103362018e-06,"Spearman's rank correlation rho","two.sided",4.96130154838998e-05
"500","LGG","Normal",0,"TMPRSS2","myeloid.gene6",NA,NA,NA,NA,NA,NA
"501","LIHC","Tumor",371,"TMPRSS2","myeloid.gene6",0.170539812049246,7059320,0.000988740109532335,"Spearman's rank correlation rho","two.sided",0.0050500166884716
"502","LIHC","Normal",50,"TMPRSS2","myeloid.gene6",0.220648259303721,16230,0.123452719963343,"Spearman's rank correlation rho","two.sided",0.243319676276299
"503","LUAD","Tumor",512,"TMPRSS2","myeloid.gene6",-0.0493198886494536,23472799.0246599,0.265308340896319,"Spearman's rank correlation rho","two.sided",0.404186692226918
"504","LUAD","Normal",59,"TMPRSS2","myeloid.gene6",0.503156049094097,17002,6.15257638132243e-05,"Spearman's rank correlation rho","two.sided",0.000417496254446879
"505","LUSC","Tumor",501,"TMPRSS2","myeloid.gene6",0.24375103180094,15849844,3.63286261866055e-08,"Spearman's rank correlation rho","two.sided",4.31402435965941e-07
"506","LUSC","Normal",49,"TMPRSS2","myeloid.gene6",0.422448979591837,11320,0.00270570182876297,"Spearman's rank correlation rho","two.sided",0.0120112931650692
"507","MESO","Tumor",86,"TMPRSS2","myeloid.gene6",0.148108220745195,90296.2691421131,0.173539133664186,"Spearman's rank correlation rho","two.sided",0.306435273198842
"508","MESO","Normal",0,"TMPRSS2","myeloid.gene6",NA,NA,NA,NA,NA,NA
"509","OV","Tumor",264,"TMPRSS2","myeloid.gene6",0.000251746655471014,3065807.99874127,0.996751829469413,"Spearman's rank correlation rho","two.sided",0.998854681430319
"510","OV","Normal",0,"TMPRSS2","myeloid.gene6",NA,NA,NA,NA,NA,NA
"511","PAAD","Tumor",177,"TMPRSS2","myeloid.gene6",0.021526202801198,904282,0.775902723625826,"Spearman's rank correlation rho","two.sided",0.84725010051096
"512","PAAD","Normal",4,"TMPRSS2","myeloid.gene6",NA,NA,NA,NA,NA,NA
"513","PCPG","Tumor",178,"TMPRSS2","myeloid.gene6",0.0572947551369141,886075.998098915,0.44746608385396,"Spearman's rank correlation rho","two.sided",0.585456214577004
"514","PCPG","Normal",3,"TMPRSS2","myeloid.gene6",NA,NA,NA,NA,NA,NA
"515","PRAD","Tumor",495,"TMPRSS2","myeloid.gene6",-0.128682904531801,22815738,0.00415853904398928,"Spearman's rank correlation rho","two.sided",0.0167398817448721
"516","PRAD","Normal",52,"TMPRSS2","myeloid.gene6",-0.591821053530265,37290,5.9870773071683e-06,"Spearman's rank correlation rho","two.sided",4.51406622365864e-05
"517","READ","Tumor",159,"TMPRSS2","myeloid.gene6",-0.0114342010986386,677580,0.886138826827348,"Spearman's rank correlation rho","two.sided",0.931229961820775
"518","READ","Normal",10,"TMPRSS2","myeloid.gene6",NA,NA,NA,NA,NA,NA
"519","SARC","Tumor",259,"TMPRSS2","myeloid.gene6",0.107728595349271,2583678.92473474,0.0835622617267121,"Spearman's rank correlation rho","two.sided",0.182073735413708
"520","SARC","Normal",2,"TMPRSS2","myeloid.gene6",NA,NA,NA,NA,NA,NA
"521","SKCMmets","Tumor",367,"TMPRSS2","myeloid.gene6",-0.0615919137513944,8745835.80772011,0.239185950352886,"Spearman's rank correlation rho","two.sided",0.382536452584582
"522","SKCMmets","Normal",1,"TMPRSS2","myeloid.gene6",NA,NA,NA,NA,NA,NA
"523","SKCMprimary","Tumor",103,"TMPRSS2","myeloid.gene6",0.00241622826781989,181663.995167517,0.980674893027019,"Spearman's rank correlation rho","two.sided",0.986409757415621
"524","SKCMprimary","Normal",0,"TMPRSS2","myeloid.gene6",NA,NA,NA,NA,NA,NA
"525","STAD","Tumor",374,"TMPRSS2","myeloid.gene6",0.278053379092029,4771042,2.02452756626668e-07,"Spearman's rank correlation rho","two.sided",1.96255223260545e-06
"526","STAD","Normal",30,"TMPRSS2","myeloid.gene6",-0.0367074527252503,4660,0.847233145315382,"Spearman's rank correlation rho","two.sided",0.903933279135802
"527","TGCT","Tumor",134,"TMPRSS2","myeloid.gene6",0.0915248319804487,364294,0.292511198997591,"Spearman's rank correlation rho","two.sided",0.434196311012049
"528","TGCT","Normal",0,"TMPRSS2","myeloid.gene6",NA,NA,NA,NA,NA,NA
"529","THCA","Tumor",502,"TMPRSS2","myeloid.gene6",0.491175380145114,10728186,0,"Spearman's rank correlation rho","two.sided",0
"530","THCA","Normal",58,"TMPRSS2","myeloid.gene6",0.134639638254022,28132,0.312718214730869,"Spearman's rank correlation rho","two.sided",0.451996317278673
"531","THYM","Tumor",119,"TMPRSS2","myeloid.gene6",0.20001566740051,224667.599967241,0.0291855331840228,"Spearman's rank correlation rho","two.sided",0.0792178757852047
"532","THYM","Normal",2,"TMPRSS2","myeloid.gene6",NA,NA,NA,NA,NA,NA
"533","UCEC","Tumor",530,"TMPRSS2","myeloid.gene6",0.132034084339199,21536616.933983,0.00232046095221051,"Spearman's rank correlation rho","two.sided",0.0107011548766989
"534","UCEC","Normal",22,"TMPRSS2","myeloid.gene6",0.343873517786561,1162,0.117485161722694,"Spearman's rank correlation rho","two.sided",0.234208352268481
"535","UCS","Tumor",56,"TMPRSS2","myeloid.gene6",0.329192228213276,19627.8354024795,0.0132356799478425,"Spearman's rank correlation rho","two.sided",0.0436593609390639
"536","UCS","Normal",0,"TMPRSS2","myeloid.gene6",NA,NA,NA,NA,NA,NA
"537","UVM","Tumor",80,"TMPRSS2","myeloid.gene6",0.292304290714537,60380.5979162357,0.00851262514299819,"Spearman's rank correlation rho","two.sided",0.0308663888772835
"538","UVM","Normal",0,"TMPRSS2","myeloid.gene6",NA,NA,NA,NA,NA,NA
"539","ACC","Tumor",79,"TMPRSS2","TGFb.gene19",-0.157477677593224,95098.3659910592,0.165732402951688,"Spearman's rank correlation rho","two.sided",0.299326583277763
"540","ACC","Normal",0,"TMPRSS2","TGFb.gene19",NA,NA,NA,NA,NA,NA
"541","BLCA","Tumor",408,"TMPRSS2","TGFb.gene19",-0.125046126239568,12734941.6252308,0.0114718156260493,"Spearman's rank correlation rho","two.sided",0.0386461873927192
"542","BLCA","Normal",19,"TMPRSS2","TGFb.gene19",-0.803508771929825,2056,4.2329406768151e-05,"Spearman's rank correlation rho","two.sided",0.000300096540520473
"543","BRCA","Tumor",1084,"TMPRSS2","TGFb.gene19",0.0718146475348618,197047503.640927,0.0180416392034401,"Spearman's rank correlation rho","two.sided",0.0563801225107502
"544","BRCA","Normal",113,"TMPRSS2","TGFb.gene19",-0.651192005613489,397052.234437842,5.7653973148129e-15,"Spearman's rank correlation rho","two.sided",1.95611694609723e-13
"545","CESC","Tumor",304,"TMPRSS2","TGFb.gene19",-0.106970641617758,5183235.05348532,0.0624958341121187,"Spearman's rank correlation rho","two.sided",0.146958025758695
"546","CESC","Normal",3,"TMPRSS2","TGFb.gene19",NA,NA,NA,NA,NA,NA
"547","CHOL","Tumor",36,"TMPRSS2","TGFb.gene19",-0.193307593307593,9272,0.25758508118848,"Spearman's rank correlation rho","two.sided",0.399839727573001
"548","CHOL","Normal",9,"TMPRSS2","TGFb.gene19",NA,NA,NA,NA,NA,NA
"549","COAD","Tumor",447,"TMPRSS2","TGFb.gene19",-0.169099516744128,17402860,0.000335445288994452,"Spearman's rank correlation rho","two.sided",0.00189686324133768
"550","COAD","Normal",41,"TMPRSS2","TGFb.gene19",-0.29616724738676,14880,0.0604552514911206,"Spearman's rank correlation rho","two.sided",0.143581222291411
"551","DLBC","Tumor",48,"TMPRSS2","TGFb.gene19",-0.178168571226375,21706.5777562747,0.225676122087292,"Spearman's rank correlation rho","two.sided",0.36837167694661
"552","DLBC","Normal",0,"TMPRSS2","TGFb.gene19",NA,NA,NA,NA,NA,NA
"553","ESCA","Tumor",161,"TMPRSS2","TGFb.gene19",-0.494280538302277,1039302,2.53486037651107e-11,"Spearman's rank correlation rho","two.sided",4.63099491862599e-10
"554","ESCA","Normal",9,"TMPRSS2","TGFb.gene19",NA,NA,NA,NA,NA,NA
"555","GBM","Tumor",152,"TMPRSS2","TGFb.gene19",-0.0130059545699578,592888.073066887,0.873644268148267,"Spearman's rank correlation rho","two.sided",0.920135315677221
"556","GBM","Normal",0,"TMPRSS2","TGFb.gene19",NA,NA,NA,NA,NA,NA
"557","HNSC","Tumor",500,"TMPRSS2","TGFb.gene19",-0.314758800520308,27390698.7809397,5.82450202433136e-13,"Spearman's rank correlation rho","two.sided",1.3833192307787e-11
"558","HNSC","Normal",44,"TMPRSS2","TGFb.gene19",-0.315715292459478,18670,0.0372987085218178,"Spearman's rank correlation rho","two.sided",0.0975830237425974
"559","KICH","Tumor",65,"TMPRSS2","TGFb.gene19",-0.134353146853147,51908,0.285205521887521,"Spearman's rank correlation rho","two.sided",0.427716278911702
"560","KICH","Normal",24,"TMPRSS2","TGFb.gene19",-0.480869565217391,3406,0.0184674602370286,"Spearman's rank correlation rho","two.sided",0.056961322159666
"561","KIRC","Tumor",530,"TMPRSS2","TGFb.gene19",-0.263798226588243,31358303.1277863,6.90080687002645e-10,"Spearman's rank correlation rho","two.sided",1.02433851976955e-08
"562","KIRC","Normal",72,"TMPRSS2","TGFb.gene19",-0.551128689947907,96474,8.35381945480996e-07,"Spearman's rank correlation rho","two.sided",7.08582900184774e-06
"563","KIRP","Tumor",288,"TMPRSS2","TGFb.gene19",-0.103355115360348,4392748,0.0799422819674185,"Spearman's rank correlation rho","two.sided",0.176616669462901
"564","KIRP","Normal",32,"TMPRSS2","TGFb.gene19",-0.416788856304985,7730,0.0183794504174778,"Spearman's rank correlation rho","two.sided",0.056961322159666
"565","LGG","Tumor",510,"TMPRSS2","TGFb.gene19",-0.0498788147663384,23211156.5365623,0.260861089691726,"Spearman's rank correlation rho","two.sided",0.401193677585922
"566","LGG","Normal",0,"TMPRSS2","TGFb.gene19",NA,NA,NA,NA,NA,NA
"567","LIHC","Tumor",371,"TMPRSS2","TGFb.gene19",0.153353292428155,7205590,0.00309066425308949,"Spearman's rank correlation rho","two.sided",0.0133460501837955
"568","LIHC","Normal",50,"TMPRSS2","TGFb.gene19",-0.00705882352941176,20972,0.961314593222177,"Spearman's rank correlation rho","two.sided",0.977099244181388
"569","LUAD","Tumor",512,"TMPRSS2","TGFb.gene19",-0.128507764499625,25244195.0642539,0.00358229559891177,"Spearman's rank correlation rho","two.sided",0.0146688828403715
"570","LUAD","Normal",59,"TMPRSS2","TGFb.gene19",0.0993571011104617,30820,0.453014091860493,"Spearman's rank correlation rho","two.sided",0.586326140691374
"571","LUSC","Tumor",501,"TMPRSS2","TGFb.gene19",0.132996445356299,18171094,0.00287713880280009,"Spearman's rank correlation rho","two.sided",0.0125379901956885
"572","LUSC","Normal",49,"TMPRSS2","TGFb.gene19",0.190714285714286,15862,0.188758791589317,"Spearman's rank correlation rho","two.sided",0.321363534067833
"573","MESO","Tumor",86,"TMPRSS2","TGFb.gene19",0.0127827841970956,104640.088789029,0.90700841875357,"Spearman's rank correlation rho","two.sided",0.940674670104685
"574","MESO","Normal",0,"TMPRSS2","TGFb.gene19",NA,NA,NA,NA,NA,NA
"575","OV","Tumor",264,"TMPRSS2","TGFb.gene19",-0.139363296185669,3493948.69681705,0.02353088764994,"Spearman's rank correlation rho","two.sided",0.0669291714594103
"576","OV","Normal",0,"TMPRSS2","TGFb.gene19",NA,NA,NA,NA,NA,NA
"577","PAAD","Tumor",177,"TMPRSS2","TGFb.gene19",-0.281299233046519,1184146,0.000158007978960284,"Spearman's rank correlation rho","two.sided",0.000987549868501777
"578","PAAD","Normal",4,"TMPRSS2","TGFb.gene19",NA,NA,NA,NA,NA,NA
"579","PCPG","Tumor",178,"TMPRSS2","TGFb.gene19",0.136170686843253,811938.222486108,0.0699251009155294,"Spearman's rank correlation rho","two.sided",0.161235062790662
"580","PCPG","Normal",3,"TMPRSS2","TGFb.gene19",NA,NA,NA,NA,NA,NA
"581","PRAD","Tumor",495,"TMPRSS2","TGFb.gene19",-0.21524619975384,24565570,1.42312354921271e-06,"Spearman's rank correlation rho","two.sided",1.18593629101059e-05
"582","PRAD","Normal",52,"TMPRSS2","TGFb.gene19",-0.376248612652608,32240,0.00627313715477457,"Spearman's rank correlation rho","two.sided",0.0242233707676113
"583","READ","Tumor",159,"TMPRSS2","TGFb.gene19",-0.119202292811082,749776,0.134403213355602,"Spearman's rank correlation rho","two.sided",0.252338048790163
"584","READ","Normal",10,"TMPRSS2","TGFb.gene19",NA,NA,NA,NA,NA,NA
"585","SARC","Tumor",259,"TMPRSS2","TGFb.gene19",0.117538084220186,2555274.37257035,0.0588918806743938,"Spearman's rank correlation rho","two.sided",0.14138868454567
