"","Cancer","Sample.type","Sample.total","Sample.xcell.isNA","Sample.gene.isNA","Sample.xcell.pass","Gene1","Gene2","estimate","statistic","p.value","method","alternative","p.adj","p.value.2","p.adj.2"
"3322","TGCT","Normal",0,0,0,0,"NK.cells","ACE2",NA,NA,NA,NA,NA,NA,NA,NA
"3323","THCA","Tumor",502,0,0,502,"NK.cells","ACE2",0.0217517981768498,20625630.627538,0.626825804001127,"Spearman's rank correlation rho","two.sided",0.795659776790334,0.626825804001127,0.797550069892842
"3324","THCA","Normal",58,0,0,58,"NK.cells","ACE2",-0.0489620270915616,34100.7065387196,0.715122221671813,"Spearman's rank correlation rho","two.sided",0.851693026035274,0.715122221671813,0.85281307534405
"3325","THYM","Tumor",119,0,0,119,"NK.cells","ACE2",0.0745619992861866,259900.008120467,0.420293233460307,"Spearman's rank correlation rho","two.sided",0.63958977465096,0.420293233460307,0.641633589574077
"3326","THYM","Normal",2,0,0,2,"NK.cells","ACE2",NA,NA,NA,NA,NA,NA,NA,NA
"3327","UCEC","Tumor",530,0,0,530,"NK.cells","ACE2",0.0210221130407512,24291128.6697587,0.629183724972717,"Spearman's rank correlation rho","two.sided",0.796740036845816,0.629183724972717,0.7985308982896
"3328","UCEC","Normal",22,0,0,22,"NK.cells","ACE2",-0.109102768732091,1964.22100342453,0.628873299334453,"Spearman's rank correlation rho","two.sided",0.796740036845816,0.628873299334453,0.7985308982896
"3329","UCS","Tumor",56,0,0,56,"NK.cells","ACE2",0.118482871637115,25793.191175898,0.384455579523649,"Spearman's rank correlation rho","two.sided",0.605801127444745,0.384455579523649,0.606764923610402
"3330","UCS","Normal",0,0,0,0,"NK.cells","ACE2",NA,NA,NA,NA,NA,NA,NA,NA
"3331","UVM","Tumor",80,0,0,80,"NK.cells","ACE2",-0.0674229012944759,91072.5219384447,0.552355305636322,"Spearman's rank correlation rho","two.sided",0.741564394080339,0.552355305636322,0.74332465936795
"3332","UVM","Normal",0,0,0,0,"NK.cells","ACE2",NA,NA,NA,NA,NA,NA,NA,NA
"3333","ACC","Tumor",79,0,0,79,"NKT","ACE2",0.12373417721519,71994,0.276669572584216,"Spearman's rank correlation rho","two.sided",0.493055722506309,0.276669572584216,0.494658441470623
"3334","ACC","Normal",0,0,0,0,"NKT","ACE2",NA,NA,NA,NA,NA,NA,NA,NA
"3335","BLCA","Tumor",408,0,0,408,"NKT","ACE2",-0.0971129083131468,12418752.0118441,0.0499722198238099,"Spearman's rank correlation rho","two.sided",0.151296187672182,0.0499722198238099,0.152731995799532
"3336","BLCA","Normal",19,0,0,19,"NKT","ACE2",-0.573684210526316,1794,0.011550797720858,"Spearman's rank correlation rho","two.sided",0.0482433514789084,0.011550797720858,0.0486029411024467
"3337","BRCA","Tumor",1084,0,0,1084,"NKT","ACE2",-0.00555857067404735,213473317.14492,0.854953766052733,"Spearman's rank correlation rho","two.sided",0.927414888448403,0.854953766052733,0.926797338543516
"3338","BRCA","Normal",113,0,0,113,"NKT","ACE2",-0.0644587131545678,255964,0.497023579383251,"Spearman's rank correlation rho","two.sided",0.700612318514853,0.497023579383251,0.702508413630984
"3339","CESC","Tumor",304,0,0,304,"NKT","ACE2",0.0588703132608343,4406708,0.306076238742145,"Spearman's rank correlation rho","two.sided",0.525430972530876,0.306076238742145,0.52674245955333
"3340","CESC","Normal",3,0,0,3,"NKT","ACE2",NA,NA,NA,NA,NA,NA,NA,NA
"3341","CHOL","Tumor",36,0,0,36,"NKT","ACE2",-0.142857142857143,8880,0.404413812468526,"Spearman's rank correlation rho","two.sided",0.624842424365386,0.404413812468526,0.626202427257586
"3342","CHOL","Normal",9,0,0,9,"NKT","ACE2",NA,NA,NA,NA,NA,NA,NA,NA
"3343","COAD","Tumor",447,0,0,447,"NKT","ACE2",0.0457147586515269,14205200,0.334753341577976,"Spearman's rank correlation rho","two.sided",0.55633249956256,0.334753341577976,0.557474319990829
"3344","COAD","Normal",41,0,0,41,"NKT","ACE2",0.140592334494774,9866,0.37930335186844,"Spearman's rank correlation rho","two.sided",0.601516485610682,0.37930335186844,0.602498351135619
"3345","DLBC","Tumor",48,0,0,48,"NKT","ACE2",0.0957280991799274,16660.305500709,0.517482898913467,"Spearman's rank correlation rho","two.sided",0.714811882733673,0.517482898913467,0.71606151077163
"3346","DLBC","Normal",0,0,0,0,"NKT","ACE2",NA,NA,NA,NA,NA,NA,NA,NA
"3347","ESCA","Tumor",161,0,0,161,"NKT","ACE2",0.0675782148608235,648518,0.393950262140661,"Spearman's rank correlation rho","two.sided",0.614044993255757,0.393950262140661,0.615332080402739
"3348","ESCA","Normal",9,0,0,9,"NKT","ACE2",NA,NA,NA,NA,NA,NA,NA,NA
"3349","GBM","Tumor",152,0,0,152,"NKT","ACE2",-0.0089889024532112,590536.988872206,0.912480742030753,"Spearman's rank correlation rho","two.sided",0.958277653765287,0.912480742030753,0.957876348412203
"3350","GBM","Normal",0,0,0,0,"NKT","ACE2",NA,NA,NA,NA,NA,NA,NA,NA
"3351","HNSC","Tumor",500,0,0,500,"NKT","ACE2",-0.00821187284749139,21004330,0.854616750639391,"Spearman's rank correlation rho","two.sided",0.927207428077292,0.854616750639391,0.926597319215728
"3352","HNSC","Normal",44,0,0,44,"NKT","ACE2",-0.425792811839323,20232,0.00425401181999871,"Spearman's rank correlation rho","two.sided",0.0218930171415953,0.00425401181999871,0.0219603872712933
"3353","KICH","Tumor",65,0,0,65,"NKT","ACE2",-0.197467192616602,54796.0987341357,0.114862331145664,"Spearman's rank correlation rho","two.sided",0.27506342721501,0.114862331145664,0.276578752642095
"3354","KICH","Normal",24,0,0,24,"NKT","ACE2",0.123582053456753,2015.76127704947,0.565075687822509,"Spearman's rank correlation rho","two.sided",0.750971190367173,0.565075687822509,0.752703252331906
"3355","KIRC","Tumor",530,0,0,530,"NKT","ACE2",-0.243399359619396,30852151.2433994,1.38024652187468e-08,"Spearman's rank correlation rho","two.sided",3.06984200197372e-07,1.38024652187468e-08,3.07193328458262e-07
"3356","KIRC","Normal",72,0,0,72,"NKT","ACE2",-0.0860843558396784,67550.1025958046,0.472139476382592,"Spearman's rank correlation rho","two.sided",0.6791676185594,0.472139476382592,0.680920830406036
"3357","KIRP","Tumor",288,0,0,288,"NKT","ACE2",-0.163322000249167,4631492,0.00551133140450092,"Spearman's rank correlation rho","two.sided",0.0269259439815901,0.00551133140450092,0.027027320107948
"3358","KIRP","Normal",32,0,0,32,"NKT","ACE2",-0.455994939245604,7943.90838852401,0.00871698520113365,"Spearman's rank correlation rho","two.sided",0.0387211891511251,0.00871698520113365,0.0390305100089079
"3359","LAML","Tumor",145,0,0,145,"NKT","ACE2",-0.254615523452745,637445.055155871,0.00199792232284388,"Spearman's rank correlation rho","two.sided",0.0116274326583805,0.00199792232284388,0.0116500729689054
"3360","LAML","Normal",0,0,0,0,"NKT","ACE2",NA,NA,NA,NA,NA,NA,NA,NA
"3361","LGG","Tumor",510,0,0,510,"NKT","ACE2",-0.125235664067024,24877177.0339944,0.00461944097210622,"Spearman's rank correlation rho","two.sided",0.0233765028031565,0.00461944097210622,0.0234679961091283
"3362","LGG","Normal",0,0,0,0,"NKT","ACE2",NA,NA,NA,NA,NA,NA,NA,NA
"3363","LIHC","Tumor",371,0,0,371,"NKT","ACE2",-0.409692376713492,11997525.2981906,1.89434196850997e-16,"Spearman's rank correlation rho","two.sided",1.14761040587542e-14,1.89434196850997e-16,1.15100218006666e-14
"3364","LIHC","Normal",50,0,0,50,"NKT","ACE2",-0.0911011866085604,22722.1822111233,0.529218158150985,"Spearman's rank correlation rho","two.sided",0.722664565891785,0.529218158150985,0.724140404758314
"3365","LUAD","Tumor",512,0,0,512,"NKT","ACE2",-0.0157710028393527,22722326.015771,0.721835333120389,"Spearman's rank correlation rho","two.sided",0.8553641121421,0.721835333120389,0.856448249177794
"3366","LUAD","Normal",59,0,0,59,"NKT","ACE2",0.0937463471654004,31012,0.479027854919104,"Spearman's rank correlation rho","two.sided",0.685326485987753,0.479027854919104,0.687197583637724
"3367","LUSC","Tumor",501,0,0,501,"NKT","ACE2",-0.150927022449126,24121704,0.000709858615205905,"Spearman's rank correlation rho","two.sided",0.00487625340315849,0.000709858615205905,0.00486805975845494
"3368","LUSC","Normal",49,0,0,49,"NKT","ACE2",-0.0262244897959184,20114,0.857780704191163,"Spearman's rank correlation rho","two.sided",0.928265236366109,0.857780704191163,0.927710138601906
"3369","MESO","Tumor",86,0,0,86,"NKT","ACE2",0.257798694148998,78669.6274136769,0.0165570157878815,"Spearman's rank correlation rho","two.sided",0.0643095450133805,0.0165570157878815,0.064748645778756
"3370","MESO","Normal",0,0,0,0,"NKT","ACE2",NA,NA,NA,NA,NA,NA,NA,NA
"3371","OV","Tumor",264,0,0,264,"NKT","ACE2",-0.0720747660381878,3287603.03603739,0.243195124342823,"Spearman's rank correlation rho","two.sided",0.455525378664517,0.243195124342823,0.456912051795608
"3372","OV","Normal",0,0,0,0,"NKT","ACE2",NA,NA,NA,NA,NA,NA,NA,NA
"3373","PAAD","Tumor",177,0,0,177,"NKT","ACE2",-0.0179684389120687,940782,0.812186732023062,"Spearman's rank correlation rho","two.sided",0.90569260020974,0.812186732023062,0.905908968766266
"3374","PAAD","Normal",4,0,0,4,"NKT","ACE2",NA,NA,NA,NA,NA,NA,NA,NA
"3375","PCPG","Tumor",178,0,0,178,"NKT","ACE2",-0.144267141788692,1075529.8703143,0.0546981561307337,"Spearman's rank correlation rho","two.sided",0.162056344269957,0.0546981561307337,0.163556100713749
"3376","PCPG","Normal",3,0,0,3,"NKT","ACE2",NA,NA,NA,NA,NA,NA,NA,NA
"3377","PRAD","Tumor",495,0,0,495,"NKT","ACE2",0.0836936216933016,18522656.9581532,0.062797385383902,"Spearman's rank correlation rho","two.sided",0.178361608595861,0.062797385383902,0.179759468062063
"3378","PRAD","Normal",52,0,0,52,"NKT","ACE2",0.118244685392299,20656,0.402666235879451,"Spearman's rank correlation rho","two.sided",0.623397216116983,0.402666235879451,0.62449496001091
"3379","READ","Tumor",159,0,0,159,"NKT","ACE2",-0.112688082159064,745412,0.157143248713677,"Spearman's rank correlation rho","two.sided",0.34326518031171,0.157143248713677,0.344693999705524
"3380","READ","Normal",10,0,0,10,"NKT","ACE2",NA,NA,NA,NA,NA,NA,NA,NA
"3381","SARC","Tumor",259,0,0,259,"NKT","ACE2",0.0692175537904495,2695192.2668933,0.267044447319595,"Spearman's rank correlation rho","two.sided",0.48271376226199,0.267044447319595,0.48405789436571
"3382","SARC","Normal",2,0,0,2,"NKT","ACE2",NA,NA,NA,NA,NA,NA,NA,NA
"3383","SKCMmets","Tumor",367,0,0,367,"NKT","ACE2",0.0160030388709371,8106576.30851705,0.759948924992789,"Spearman's rank correlation rho","two.sided",0.878276728175714,0.759948924992789,0.878677386918398
"3384","SKCMmets","Normal",1,0,0,1,"NKT","ACE2",NA,NA,NA,NA,NA,NA,NA,NA
"3385","SKCMprimary","Tumor",103,0,0,103,"NKT","ACE2",-0.274337490657654,232061.954398721,0.00504327532366986,"Spearman's rank correlation rho","two.sided",0.0250627143233312,0.00504327532366986,0.025158407936468
"3386","SKCMprimary","Normal",0,0,0,0,"NKT","ACE2",NA,NA,NA,NA,NA,NA,NA,NA
"3387","STAD","Tumor",374,0,0,374,"NKT","ACE2",0.0907722141348903,7927443.41148466,0.0795684010406475,"Spearman's rank correlation rho","two.sided",0.214326128004531,0.0795684010406475,0.215873514803558
"3388","STAD","Normal",30,0,0,30,"NKT","ACE2",0.0509454949944383,4266,0.788782817166662,"Spearman's rank correlation rho","two.sided",0.896133999073781,0.788782817166662,0.89648528864262
"3389","TGCT","Tumor",134,0,0,134,"NKT","ACE2",0.147405172210267,341886.262969544,0.0891968230769133,"Spearman's rank correlation rho","two.sided",0.230616706055404,0.0891968230769133,0.23217094182718
"3390","TGCT","Normal",0,0,0,0,"NKT","ACE2",NA,NA,NA,NA,NA,NA,NA,NA
"3391","THCA","Tumor",502,0,0,502,"NKT","ACE2",-0.133336498413188,23895551.2000048,0.00275905261294207,"Spearman's rank correlation rho","two.sided",0.0152611597138474,0.00275905261294207,0.015309592398389
"3392","THCA","Normal",58,0,0,58,"NKT","ACE2",0.157833215417269,27378,0.236011951040159,"Spearman's rank correlation rho","two.sided",0.44680714897811,0.236011951040159,0.448267775717413
"3393","THYM","Tumor",119,0,0,119,"NKT","ACE2",-0.0562313060817548,296632,0.543055285556342,"Spearman's rank correlation rho","two.sided",0.73377376629983,0.543055285556342,0.735739328679631
"3394","THYM","Normal",2,0,0,2,"NKT","ACE2",NA,NA,NA,NA,NA,NA,NA,NA
"3395","UCEC","Tumor",530,0,0,530,"NKT","ACE2",-0.0316574834148729,25598254.063315,0.467059629451796,"Spearman's rank correlation rho","two.sided",0.675834008858707,0.467059629451796,0.677777479949633
"3396","UCEC","Normal",22,0,0,22,"NKT","ACE2",0.0852625635234331,1620,0.705396826458858,"Spearman's rank correlation rho","two.sided",0.845811350255381,0.705396826458858,0.847033817700399
"3397","UCS","Tumor",56,0,0,56,"NKT","ACE2",-0.208103351078762,35349.1040525646,0.123784028392043,"Spearman's rank correlation rho","two.sided",0.290657144555845,0.123784028392043,0.292309271865547
"3398","UCS","Normal",0,0,0,0,"NKT","ACE2",NA,NA,NA,NA,NA,NA,NA,NA
"3399","UVM","Tumor",80,0,0,80,"NKT","ACE2",-0.0803425017145498,92174.8222462854,0.478670917200171,"Spearman's rank correlation rho","two.sided",0.685308508735153,0.478670917200171,0.687078784055809
"3400","UVM","Normal",0,0,0,0,"NKT","ACE2",NA,NA,NA,NA,NA,NA,NA,NA
"3401","ACC","Tumor",79,0,0,79,"Osteoblast","ACE2",0.117515320811091,72504.9412421608,0.302339422898006,"Spearman's rank correlation rho","two.sided",0.522302776949359,0.302339422898006,0.52378246815956
"3402","ACC","Normal",0,0,0,0,"Osteoblast","ACE2",NA,NA,NA,NA,NA,NA,NA,NA
"3403","BLCA","Tumor",408,0,0,408,"Osteoblast","ACE2",-0.0813920345049579,12240799.8323063,0.100648189812655,"Spearman's rank correlation rho","two.sided",0.25126496679682,0.100648189812655,0.252701818719707
"3404","BLCA","Normal",19,0,0,19,"Osteoblast","ACE2",-0.311249764871529,1494.82473195354,0.194594708761029,"Spearman's rank correlation rho","two.sided",0.393939502539228,0.194594708761029,0.39594153294351
"3405","BRCA","Tumor",1084,0,0,1084,"Osteoblast","ACE2",-0.220841646341413,259176465.254002,1.92919209819257e-13,"Spearman's rank correlation rho","two.sided",8.64196544831195e-12,1.92919209819257e-13,8.68279347305043e-12
"3406","BRCA","Normal",113,0,0,113,"Osteoblast","ACE2",0.034813990581299,232092.488568859,0.714309830754127,"Spearman's rank correlation rho","two.sided",0.851203603114838,0.714309830754127,0.852346137404179
"3407","CESC","Tumor",304,0,0,304,"Osteoblast","ACE2",-0.146586535512718,5368730.93042333,0.0104933620460988,"Spearman's rank correlation rho","two.sided",0.0447975006545198,0.0104933620460988,0.0451221994282352
"3408","CESC","Normal",3,0,0,3,"Osteoblast","ACE2",NA,NA,NA,NA,NA,NA,NA,NA
"3409","CHOL","Tumor",36,0,0,36,"Osteoblast","ACE2",0.0777398804621561,7165.96112880905,0.652233949246369,"Spearman's rank correlation rho","two.sided",0.813501990422775,0.652233949246369,0.815426641074267
"3410","CHOL","Normal",9,0,0,9,"Osteoblast","ACE2",NA,NA,NA,NA,NA,NA,NA,NA
"3411","COAD","Tumor",447,0,0,447,"Osteoblast","ACE2",0.181865890900828,12178495.6352811,0.000110362004151464,"Spearman's rank correlation rho","two.sided",0.000988750293531636,0.000110362004151464,0.000984668923971063
"3412","COAD","Normal",41,0,0,41,"Osteoblast","ACE2",0.307142857142857,7954,0.0512141088902627,"Spearman's rank correlation rho","two.sided",0.154029762009911,0.0512141088902627,0.155433029778839
"3413","DLBC","Tumor",48,0,0,48,"Osteoblast","ACE2",-0.111487524194414,20478.0461457579,0.450606530056922,"Spearman's rank correlation rho","two.sided",0.664106750985481,0.450606530056922,0.666138962917931
"3414","DLBC","Normal",0,0,0,0,"Osteoblast","ACE2",NA,NA,NA,NA,NA,NA,NA,NA
"3415","ESCA","Tumor",161,0,0,161,"Osteoblast","ACE2",0.157119785819313,586240.046566952,0.0465388402208418,"Spearman's rank correlation rho","two.sided",0.143370545613384,0.0465388402208418,0.144870640930724
"3416","ESCA","Normal",9,0,0,9,"Osteoblast","ACE2",NA,NA,NA,NA,NA,NA,NA,NA
"3417","GBM","Tumor",152,0,0,152,"Osteoblast","ACE2",-0.016382852292392,594864.490258282,0.841224486992156,"Spearman's rank correlation rho","two.sided",0.92079345673852,0.841224486992156,0.920387800937381
"3418","GBM","Normal",0,0,0,0,"Osteoblast","ACE2",NA,NA,NA,NA,NA,NA,NA,NA
"3419","HNSC","Tumor",500,0,0,500,"Osteoblast","ACE2",0.0425343112750287,19947122.0596295,0.342546756676266,"Spearman's rank correlation rho","two.sided",0.566252577759286,0.342546756676266,0.567424780143128
"3420","HNSC","Normal",44,0,0,44,"Osteoblast","ACE2",-0.334751779457255,18940.1277504985,0.0263453546078839,"Spearman's rank correlation rho","two.sided",0.092383021312431,0.0263453546078839,0.0932834350801299
"3421","KICH","Tumor",65,0,0,65,"Osteoblast","ACE2",-0.051858084116777,48133.0259291837,0.681617345473352,"Spearman's rank correlation rho","two.sided",0.831274228214062,0.681617345473352,0.832661506257283
"3422","KICH","Normal",24,0,0,24,"Osteoblast","ACE2",-0.144347826086957,2632,0.4993120318906,"Spearman's rank correlation rho","two.sided",0.702060971453605,0.4993120318906,0.703902530340438
"3423","KIRC","Tumor",530,0,0,530,"Osteoblast","ACE2",0.397160227089032,14958109.5610977,1.80087006217091e-21,"Spearman's rank correlation rho","two.sided",1.66019340079264e-19,1.80087006217091e-21,1.70970101527351e-19
"3424","KIRC","Normal",72,0,0,72,"Osteoblast","ACE2",-0.0392629751109396,64638,0.742808771092167,"Spearman's rank correlation rho","two.sided",0.867929205164819,0.742808771092167,0.868444505129114
"3425","KIRP","Tumor",288,0,0,288,"Osteoblast","ACE2",0.188337808803992,3231441.46196978,0.0013223605224118,"Spearman's rank correlation rho","two.sided",0.00827092948186965,0.0013223605224118,0.00827462670872716
"3426","KIRP","Normal",32,0,0,32,"Osteoblast","ACE2",0.435850439882698,3078,0.0133322063996656,"Spearman's rank correlation rho","two.sided",0.0543839341205971,0.0133322063996656,0.0548293572829235
"3427","LAML","Tumor",145,0,0,145,"Osteoblast","ACE2",0.0749868427999542,469980.684910199,0.370034433996455,"Spearman's rank correlation rho","two.sided",0.592148184817975,0.370034433996455,0.593226707377958
"3428","LAML","Normal",0,0,0,0,"Osteoblast","ACE2",NA,NA,NA,NA,NA,NA,NA,NA
"3429","LGG","Tumor",510,0,0,510,"Osteoblast","ACE2",0.0195540990644072,21676104.862933,0.65953714558698,"Spearman's rank correlation rho","two.sided",0.818119302472461,0.65953714558698,0.81983381681393
"3430","LGG","Normal",0,0,0,0,"Osteoblast","ACE2",NA,NA,NA,NA,NA,NA,NA,NA
"3431","LIHC","Tumor",371,0,0,371,"Osteoblast","ACE2",-0.045207132000447,8895486.14660149,0.385253943057515,"Spearman's rank correlation rho","two.sided",0.606731921638543,0.385253943057515,0.607667982806735
"3432","LIHC","Normal",50,0,0,50,"Osteoblast","ACE2",-0.126904377532512,23467.7836621146,0.379829168704018,"Spearman's rank correlation rho","two.sided",0.601916627335888,0.379829168704018,0.602884542592897
"3433","LUAD","Tumor",512,0,0,512,"Osteoblast","ACE2",-0.00704747942921914,22527184.8448012,0.873607049558503,"Spearman's rank correlation rho","two.sided",0.93777717543229,0.873607049558503,0.937023288616575
"3434","LUAD","Normal",59,0,0,59,"Osteoblast","ACE2",0.0443231433937867,32703.2620330646,0.738883653708367,"Spearman's rank correlation rho","two.sided",0.865728296415347,0.738883653708367,0.866356055563882
"3435","LUSC","Tumor",501,0,0,501,"Osteoblast","ACE2",-0.0271993879445003,21528558.3722348,0.543587904744789,"Spearman's rank correlation rho","two.sided",0.734132200017325,0.543587904744789,0.736090953694971
"3436","LUSC","Normal",49,0,0,49,"Osteoblast","ACE2",0.1165786783048,17315.0579052259,0.425039030954526,"Spearman's rank correlation rho","two.sided",0.643272252177431,0.425039030954526,0.645311632203824
"3437","MESO","Tumor",86,0,0,86,"Osteoblast","ACE2",0.0468757108120764,101026.409032474,0.668227376053199,"Spearman's rank correlation rho","two.sided",0.823016743666655,0.668227376053199,0.824618971095713
"3438","MESO","Normal",0,0,0,0,"Osteoblast","ACE2",NA,NA,NA,NA,NA,NA,NA,NA
"3439","OV","Tumor",264,0,0,264,"Osteoblast","ACE2",-0.00103423568247837,3069751.56645917,0.986656317717268,"Spearman's rank correlation rho","two.sided",0.995103985571514,0.986656317717268,0.995008097336119
"3440","OV","Normal",0,0,0,0,"Osteoblast","ACE2",NA,NA,NA,NA,NA,NA,NA,NA
"3441","PAAD","Tumor",177,0,0,177,"Osteoblast","ACE2",-0.166207494226048,1077780.97718385,0.027037118663989,"Spearman's rank correlation rho","two.sided",0.094012690312673,0.027037118663989,0.0949364247272846
"3442","PAAD","Normal",4,0,0,4,"Osteoblast","ACE2",NA,NA,NA,NA,NA,NA,NA,NA
"3443","PCPG","Tumor",178,0,0,178,"Osteoblast","ACE2",-0.176181797914444,1105527.38113192,0.0186512161200621,"Spearman's rank correlation rho","two.sided",0.0707034479974462,0.0186512161200621,0.0711392273355286
"3444","PCPG","Normal",3,0,0,3,"Osteoblast","ACE2",NA,NA,NA,NA,NA,NA,NA,NA
"3445","PRAD","Tumor",495,0,0,495,"Osteoblast","ACE2",-0.193415052963533,24124264.7198303,1.46878168142134e-05,"Spearman's rank correlation rho","two.sided",0.000171115755961926,1.46878168142134e-05,0.000170963936711036
"3446","PRAD","Normal",52,0,0,52,"Osteoblast","ACE2",-0.0987763249699367,25739.9341887457,0.486004437640707,"Spearman's rank correlation rho","two.sided",0.690277172664703,0.486004437640707,0.692433240472191
"3447","READ","Tumor",159,0,0,159,"Osteoblast","ACE2",0.0175019333800173,658195.104790059,0.826676179404352,"Spearman's rank correlation rho","two.sided",0.913090324221407,0.826676179404352,0.91308570551915
"3448","READ","Normal",10,0,0,10,"Osteoblast","ACE2",NA,NA,NA,NA,NA,NA,NA,NA
"3449","SARC","Tumor",259,0,0,259,"Osteoblast","ACE2",0.10861838450473,2581102.43346041,0.0810270409187158,"Spearman's rank correlation rho","two.sided",0.216843986174829,0.0810270409187158,0.21832954352514
"3450","SARC","Normal",2,0,0,2,"Osteoblast","ACE2",NA,NA,NA,NA,NA,NA,NA,NA
"3451","SKCMmets","Tumor",367,0,0,367,"Osteoblast","ACE2",0.0463216101655113,7856799.30566669,0.376241725357804,"Spearman's rank correlation rho","two.sided",0.598421999505483,0.376241725357804,0.59948624545456
"3452","SKCMmets","Normal",1,0,0,1,"Osteoblast","ACE2",NA,NA,NA,NA,NA,NA,NA,NA
"3453","SKCMprimary","Tumor",103,0,0,103,"Osteoblast","ACE2",-0.289819842834771,234881.352659583,0.00298322211397131,"Spearman's rank correlation rho","two.sided",0.0162051886139808,0.00298322211397131,0.0162711468262923
"3454","SKCMprimary","Normal",0,0,0,0,"Osteoblast","ACE2",NA,NA,NA,NA,NA,NA,NA,NA
"3455","STAD","Tumor",374,0,0,374,"Osteoblast","ACE2",-0.0102874632818071,8808570.10642117,0.842818680744972,"Spearman's rank correlation rho","two.sided",0.921638237617117,0.842818680744972,0.921202789027964
"3456","STAD","Normal",30,0,0,30,"Osteoblast","ACE2",0.220817807185716,3502.42395670021,0.240947836252066,"Spearman's rank correlation rho","two.sided",0.452782625228772,0.240947836252066,0.454234890805943
"3457","TGCT","Tumor",134,0,0,134,"Osteoblast","ACE2",0.0658852852085561,374575.330057795,0.449436743611504,"Spearman's rank correlation rho","two.sided",0.663464174080477,0.449436743611504,0.665556337846331
"3458","TGCT","Normal",0,0,0,0,"Osteoblast","ACE2",NA,NA,NA,NA,NA,NA,NA,NA
"3459","THCA","Tumor",502,0,0,502,"Osteoblast","ACE2",0.0823605129227871,19347741.2730472,0.0652049999372872,"Spearman's rank correlation rho","two.sided",0.183526108230568,0.0652049999372872,0.184874278870255
"3460","THCA","Normal",58,0,0,58,"Osteoblast","ACE2",0.106495224338542,29046.9467519783,0.426232892929171,"Spearman's rank correlation rho","two.sided",0.644159522908638,0.426232892929171,0.646155453452506
"3461","THYM","Tumor",119,0,0,119,"Osteoblast","ACE2",-0.488826092924706,418121.919936974,1.69613655845339e-08,"Spearman's rank correlation rho","two.sided",3.69490570148014e-07,1.69613655845339e-08,3.69380850507627e-07
"3462","THYM","Normal",2,0,0,2,"Osteoblast","ACE2",NA,NA,NA,NA,NA,NA,NA,NA
"3463","UCEC","Tumor",530,0,0,530,"Osteoblast","ACE2",-0.0269924126016539,25482500.8508196,0.535219733449102,"Spearman's rank correlation rho","two.sided",0.727619731666967,0.535219733449102,0.729637671177192
"3464","UCEC","Normal",22,0,0,22,"Osteoblast","ACE2",0.412693081725736,1040.12055226372,0.0562889210368626,"Spearman's rank correlation rho","two.sided",0.165001763463356,0.0562889210368626,0.166509972843221
"3465","UCS","Tumor",56,0,0,56,"Osteoblast","ACE2",-0.0326174710818022,30214.3872038535,0.811380842046603,"Spearman's rank correlation rho","two.sided",0.90569260020974,0.811380842046603,0.905846033323054
"3466","UCS","Normal",0,0,0,0,"Osteoblast","ACE2",NA,NA,NA,NA,NA,NA,NA,NA
"3467","UVM","Tumor",80,0,0,80,"Osteoblast","ACE2",-0.0391039271118699,88656.3470611847,0.730558065572864,"Spearman's rank correlation rho","two.sided",0.861155160728776,0.730558065572864,0.862023225550897
"3468","UVM","Normal",0,0,0,0,"Osteoblast","ACE2",NA,NA,NA,NA,NA,NA,NA,NA
"3469","ACC","Tumor",79,0,0,79,"pDC","ACE2",-0.334035053627333,109604.320006022,0.00262480422048728,"Spearman's rank correlation rho","two.sided",0.0146871480433781,0.00262480422048728,0.0147422253660243
"3470","ACC","Normal",0,0,0,0,"pDC","ACE2",NA,NA,NA,NA,NA,NA,NA,NA
"3471","BLCA","Tumor",408,0,0,408,"pDC","ACE2",0.146180990449645,9664790.61750109,0.00308072907545555,"Spearman's rank correlation rho","two.sided",0.0166495477051595,0.00308072907545555,0.0167278908511777
"3472","BLCA","Normal",19,0,0,19,"pDC","ACE2",0.115144421686577,1008.7353592773,0.63878677854931,"Spearman's rank correlation rho","two.sided",0.803345729211578,0.63878677854931,0.805576684613036
"3473","BRCA","Tumor",1084,0,0,1084,"pDC","ACE2",0.140533755817822,182458899.432053,3.40595772763286e-06,"Spearman's rank correlation rho","two.sided",4.63924991551877e-05,3.40595772763286e-06,4.65047171979714e-05
"3474","BRCA","Normal",113,0,0,113,"pDC","ACE2",0.0292360381911037,233433.785312414,0.758543816657195,"Spearman's rank correlation rho","two.sided",0.877449939581091,0.758543816657195,0.877553737625499
"3475","CESC","Tumor",304,0,0,304,"pDC","ACE2",0.220163383049704,3651475.78174339,0.000108629324611885,"Spearman's rank correlation rho","two.sided",0.000974599624620877,0.000108629324611885,0.000970634965208551
"3476","CESC","Normal",3,0,0,3,"pDC","ACE2",NA,NA,NA,NA,NA,NA,NA,NA
"3477","CHOL","Tumor",36,0,0,36,"pDC","ACE2",-0.150202716058504,8937.07510377457,0.381907877699272,"Spearman's rank correlation rho","two.sided",0.603625182814026,0.381907877699272,0.604501025560197
"3478","CHOL","Normal",9,0,0,9,"pDC","ACE2",NA,NA,NA,NA,NA,NA,NA,NA
"3479","COAD","Tumor",447,0,0,447,"pDC","ACE2",0.128067642923784,12979320,0.00673548866844628,"Spearman's rank correlation rho","two.sided",0.0315264484326614,0.00673548866844628,0.0317246737592865
