,ACE2,TMPRSS2,PID,Tinfl_gene160.mean,Tinfl_gene160.median,Tinfl_gene160.centered.scaled.mean,Tinfl_gene160.centered.noscale.mean,Tinfl_gene160.nocenter.scaled.mean,Cancer,patient,Aliquot,shortLetterCode,definition,RNAseq.legacy.flag,Sampletype.flag,Plate,Aliquot.flag,Exclude.mets.flag,Clinical.flag,Tissue.Type,Use.in.analysis,Sample.type,Sample
TCGA.EL.A3GW.01A,5.105158426,7.355888428,TCGA.EL.A3GW,1.573806,1.444459,-0.92022,-1.341097,0.2938697,THCA,TCGA-EL-A3GW,TCGA-EL-A3GW-01A-11R-A206-07,TP,Primary solid Tumor,1,1,A206,1,0,1,Endocrine_tissues,1,Tumor,TCGA-EL-A3GW-01A
TCGA.EL.A3GX.01A,5.964327004,9.732252238,TCGA.EL.A3GX,4.148383,4.043366,0.8694863,1.23348,1.190581,THCA,TCGA-EL-A3GX,TCGA-EL-A3GX-01A-11R-A206-07,TP,Primary solid Tumor,1,1,A206,1,0,1,Endocrine_tissues,1,Tumor,TCGA-EL-A3GX-01A
TCGA.EL.A3GY.01A,5.318161355,10.52027491,TCGA.EL.A3GY,3.480299,3.470585,0.4049521,0.5653955,0.9750792,THCA,TCGA-EL-A3GY,TCGA-EL-A3GY-01A-21R-A206-07,TP,Primary solid Tumor,1,1,A206,1,0,1,Endocrine_tissues,1,Tumor,TCGA-EL-A3GY-01A
TCGA.EL.A3GZ.01A,4.618103543,8.350346959,TCGA.EL.A3GZ,2.630027,2.432778,-0.1979061,-0.2848759,0.6741266,THCA,TCGA-EL-A3GZ,TCGA-EL-A3GZ-01A-11R-A20F-07,TP,Primary solid Tumor,1,1,A20F,1,0,1,Endocrine_tissues,1,Tumor,TCGA-EL-A3GZ-01A
TCGA.EL.A3GZ.11A,6.407748724,8.453287098,TCGA.EL.A3GZ,1.547793,1.341674,-0.9786641,-1.36711,0.3125054,THCA,TCGA-EL-A3GZ,TCGA-EL-A3GZ-11A-11R-A20F-07,NT,Solid Tissue Normal,1,1,A20F,1,0,1,Endocrine_tissues,1,Normal,TCGA-EL-A3GZ-11A
TCGA.EL.A3H1.01A,6.3351956,8.447595726,TCGA.EL.A3H1,1.717274,1.672474,-0.8233411,-1.197629,0.3478669,THCA,TCGA-EL-A3H1,TCGA-EL-A3H1-01A-11R-A21D-07,TP,Primary solid Tumor,1,1,A21D,1,0,1,Endocrine_tissues,1,Tumor,TCGA-EL-A3H1-01A
TCGA.EL.A3H1.11A,6.076755751,9.361812215,TCGA.EL.A3H1,3.61058,3.632528,0.435295,0.6956772,1.068847,THCA,TCGA-EL-A3H1,TCGA-EL-A3H1-11A-11R-A21D-07,NT,Solid Tissue Normal,1,1,A21D,1,0,1,Endocrine_tissues,1,Normal,TCGA-EL-A3H1-11A
TCGA.EL.A3H2.01A,5.516440704,6.944542236,TCGA.EL.A3H2,2.431183,2.264023,-0.3202334,-0.4837201,0.6103677,THCA,TCGA-EL-A3H2,TCGA-EL-A3H2-01A-11R-A20F-07,TP,Primary solid Tumor,1,1,A20F,1,0,1,Endocrine_tissues,1,Tumor,TCGA-EL-A3H2-01A
TCGA.EL.A3H2.11A,5.503049733,8.712912126,TCGA.EL.A3H2,1.442661,1.218134,-1.010571,-1.472243,0.2486647,THCA,TCGA-EL-A3H2,TCGA-EL-A3H2-11A-11R-A20F-07,NT,Solid Tissue Normal,1,1,A20F,1,0,1,Endocrine_tissues,1,Normal,TCGA-EL-A3H2-11A
TCGA.EL.A3H3.01A,5.488087561,9.048557713,TCGA.EL.A3H3,4.628178,4.489447,1.181385,1.713275,1.356449,THCA,TCGA-EL-A3H3,TCGA-EL-A3H3-01A-11R-A206-07,TP,Primary solid Tumor,1,1,A206,1,0,1,Endocrine_tissues,1,Tumor,TCGA-EL-A3H3-01A
TCGA.EL.A3H4.01A,5.812641974,11.24985417,TCGA.EL.A3H4,1.977793,1.8176,-0.6337714,-0.9371104,0.4124206,THCA,TCGA-EL-A3H4,TCGA-EL-A3H4-01A-11R-A206-07,TP,Primary solid Tumor,1,1,A206,1,0,1,Endocrine_tissues,1,Tumor,TCGA-EL-A3H4-01A
TCGA.EL.A3H5.01A,3.944549264,7.619302955,TCGA.EL.A3H5,4.124174,3.907113,0.8290261,1.209271,1.220511,THCA,TCGA-EL-A3H5,TCGA-EL-A3H5-01A-11R-A206-07,TP,Primary solid Tumor,1,1,A206,1,0,1,Endocrine_tissues,1,Tumor,TCGA-EL-A3H5-01A
TCGA.EL.A3H7.01A,5.754435921,10.41395578,TCGA.EL.A3H7,4.284728,4.170704,0.9211142,1.369824,1.274574,THCA,TCGA-EL-A3H7,TCGA-EL-A3H7-01A-11R-A21D-07,TP,Primary solid Tumor,1,1,A21D,1,0,1,Endocrine_tissues,1,Tumor,TCGA-EL-A3H7-01A
TCGA.EL.A3H7.11A,5.287524009,9.938635718,TCGA.EL.A3H7,4.173986,4.18361,0.8490413,1.259083,1.237321,THCA,TCGA-EL-A3H7,TCGA-EL-A3H7-11A-11R-A21D-07,NT,Solid Tissue Normal,1,1,A21D,1,0,1,Endocrine_tissues,1,Normal,TCGA-EL-A3H7-11A
TCGA.EL.A3H8.01A,4.264416327,9.1148459,TCGA.EL.A3H8,1.957579,1.835349,-0.6539768,-0.9573247,0.4323102,THCA,TCGA-EL-A3H8,TCGA-EL-A3H8-01A-11R-A20F-07,TP,Primary solid Tumor,1,1,A20F,1,0,1,Endocrine_tissues,1,Tumor,TCGA-EL-A3H8-01A
TCGA.EL.A3MW.01A,5.285724015,7.979390896,TCGA.EL.A3MW,2.954801,2.834919,0.06028705,0.03989824,0.7567342,THCA,TCGA-EL-A3MW,TCGA-EL-A3MW-01A-11R-A20F-07,TP,Primary solid Tumor,1,1,A20F,1,0,1,Endocrine_tissues,1,Tumor,TCGA-EL-A3MW-01A
TCGA.EL.A3MW.11A,5.454590477,9.545402776,TCGA.EL.A3MW,2.596682,2.48059,-0.2464586,-0.3182208,0.6768069,THCA,TCGA-EL-A3MW,TCGA-EL-A3MW-11A-11R-A20F-07,NT,Solid Tissue Normal,1,1,A20F,1,0,1,Endocrine_tissues,1,Normal,TCGA-EL-A3MW-11A
TCGA.EL.A3MX.01A,4.794691382,7.304556673,TCGA.EL.A3MX,1.805332,1.759227,-0.7526916,-1.109571,0.3921269,THCA,TCGA-EL-A3MX,TCGA-EL-A3MX-01A-11R-A21D-07,TP,Primary solid Tumor,1,1,A21D,1,0,1,Endocrine_tissues,1,Tumor,TCGA-EL-A3MX-01A
TCGA.EL.A3MX.11A,6.929648993,8.73105423,TCGA.EL.A3MX,1.442338,1.18794,-1.027027,-1.472565,0.2583103,THCA,TCGA-EL-A3MX,TCGA-EL-A3MX-11A-11R-A21D-07,NT,Solid Tissue Normal,1,1,A21D,1,0,1,Endocrine_tissues,1,Normal,TCGA-EL-A3MX-11A
TCGA.EL.A3MY.01A,5.45412653,9.570117548,TCGA.EL.A3MY,3.715732,3.682265,0.5663831,0.8008288,1.070802,THCA,TCGA-EL-A3MY,TCGA-EL-A3MY-01A-11R-A21D-07,TP,Primary solid Tumor,1,1,A21D,1,0,1,Endocrine_tissues,1,Tumor,TCGA-EL-A3MY-01A
TCGA.EL.A3MY.11A,5.801386323,8.732920382,TCGA.EL.A3MY,1.5476,1.284054,-0.963391,-1.367303,0.3089668,THCA,TCGA-EL-A3MY,TCGA-EL-A3MY-11A-12R-A21D-07,NT,Solid Tissue Normal,1,1,A21D,1,0,1,Endocrine_tissues,1,Normal,TCGA-EL-A3MY-11A
TCGA.EL.A3MZ.01A,5.157642013,8.196188991,TCGA.EL.A3MZ,3.208662,3.11319,0.2139085,0.2937587,0.8592957,THCA,TCGA-EL-A3MZ,TCGA-EL-A3MZ-01A-11R-A21D-07,TP,Primary solid Tumor,1,1,A21D,1,0,1,Endocrine_tissues,1,Tumor,TCGA-EL-A3MZ-01A
TCGA.EL.A3N2.01A,5.496433587,9.010958822,TCGA.EL.A3N2,2.796599,2.673892,-0.09553716,-0.1183047,0.7212672,THCA,TCGA-EL-A3N2,TCGA-EL-A3N2-01A-11R-A20F-07,TP,Primary solid Tumor,1,1,A20F,1,0,1,Endocrine_tissues,1,Tumor,TCGA-EL-A3N2-01A
TCGA.EL.A3N2.11A,5.043055727,9.631562693,TCGA.EL.A3N2,1.733406,1.540136,-0.8314154,-1.181497,0.363038,THCA,TCGA-EL-A3N2,TCGA-EL-A3N2-11A-11R-A20F-07,NT,Solid Tissue Normal,1,1,A20F,1,0,1,Endocrine_tissues,1,Normal,TCGA-EL-A3N2-11A
TCGA.EL.A3N3.01A,5.910322529,9.940184373,TCGA.EL.A3N3,4.220806,3.990973,0.8975596,1.305903,1.23183,THCA,TCGA-EL-A3N3,TCGA-EL-A3N3-01A-11R-A20F-07,TP,Primary solid Tumor,1,1,A20F,1,0,1,Endocrine_tissues,1,Tumor,TCGA-EL-A3N3-01A
TCGA.EL.A3N3.11A,5.610274844,9.090387697,TCGA.EL.A3N3,4.279458,4.276216,0.9270786,1.364554,1.284665,THCA,TCGA-EL-A3N3,TCGA-EL-A3N3-11A-11R-A20F-07,NT,Solid Tissue Normal,1,1,A20F,1,0,1,Endocrine_tissues,1,Normal,TCGA-EL-A3N3-11A
TCGA.EL.A3T0.01A,5.001716687,7.735935052,TCGA.EL.A3T0,3.05574,3.071353,0.08886916,0.1408363,0.8170243,THCA,TCGA-EL-A3T0,TCGA-EL-A3T0-01A-22R-A22L-07,TP,Primary solid Tumor,1,1,A22L,1,0,1,Endocrine_tissues,1,Tumor,TCGA-EL-A3T0-01A
TCGA.EL.A3T0.11A,6.042405765,7.840349929,TCGA.EL.A3T0,3.761324,3.662722,0.5575918,0.8464209,1.101099,THCA,TCGA-EL-A3T0,TCGA-EL-A3T0-11A-12R-A22L-07,NT,Solid Tissue Normal,1,1,A22L,1,0,1,Endocrine_tissues,1,Normal,TCGA-EL-A3T0-11A
TCGA.EL.A3T1.01A,5.858843867,8.739311447,TCGA.EL.A3T1,4.11808,3.910007,0.8125919,1.203177,1.196873,THCA,TCGA-EL-A3T1,TCGA-EL-A3T1-01A-11R-A22L-07,TP,Primary solid Tumor,1,1,A22L,1,0,1,Endocrine_tissues,1,Tumor,TCGA-EL-A3T1-01A
TCGA.EL.A3T1.11A,5.962646186,8.163896183,TCGA.EL.A3T1,4.601334,4.528033,1.134208,1.686431,1.396609,THCA,TCGA-EL-A3T1,TCGA-EL-A3T1-11A-11R-A22L-07,NT,Solid Tissue Normal,1,1,A22L,1,0,1,Endocrine_tissues,1,Normal,TCGA-EL-A3T1-11A
TCGA.EL.A3T2.01A,4.876934347,9.79672428,TCGA.EL.A3T2,1.350737,1.343123,-1.073483,-1.564166,0.2111665,THCA,TCGA-EL-A3T2,TCGA-EL-A3T2-01A-11R-A22L-07,TP,Primary solid Tumor,1,1,A22L,1,0,1,Endocrine_tissues,1,Tumor,TCGA-EL-A3T2-01A
TCGA.EL.A3T2.11A,5.823889446,9.040152706,TCGA.EL.A3T2,0.6858235,0.490719,-1.580497,-2.22908,-0.006239402,THCA,TCGA-EL-A3T2,TCGA-EL-A3T2-11A-11R-A22L-07,NT,Solid Tissue Normal,1,1,A22L,1,0,1,Endocrine_tissues,1,Normal,TCGA-EL-A3T2-11A
TCGA.EL.A3T3.01A,5.145021165,11.95840409,TCGA.EL.A3T3,2.721495,2.720642,-0.1051498,-0.1934078,0.6842477,THCA,TCGA-EL-A3T3,TCGA-EL-A3T3-01A-11R-A22L-07,TP,Primary solid Tumor,1,1,A22L,1,0,1,Endocrine_tissues,1,Tumor,TCGA-EL-A3T3-01A
TCGA.EL.A3T3.11A,6.062525427,8.819198746,TCGA.EL.A3T3,1.176305,1.045366,-1.222285,-1.738598,0.1779408,THCA,TCGA-EL-A3T3,TCGA-EL-A3T3-11A-11R-A22L-07,NT,Solid Tissue Normal,1,1,A22L,1,0,1,Endocrine_tissues,1,Normal,TCGA-EL-A3T3-11A
TCGA.EL.A3T6.01A,6.30303364,11.25093197,TCGA.EL.A3T6,4.563506,4.365466,1.118974,1.648603,1.351412,THCA,TCGA-EL-A3T6,TCGA-EL-A3T6-01A-11R-A220-07,TP,Primary solid Tumor,1,1,A220,1,0,1,Endocrine_tissues,1,Tumor,TCGA-EL-A3T6-01A
TCGA.EL.A3T6.11A,5.873517937,9.677094162,TCGA.EL.A3T6,4.245553,4.169794,0.8877845,1.33065,1.283604,THCA,TCGA-EL-A3T6,TCGA-EL-A3T6-11A-11R-A220-07,NT,Solid Tissue Normal,1,1,A220,1,0,1,Endocrine_tissues,1,Normal,TCGA-EL-A3T6-11A
TCGA.EL.A3T7.01A,4.80478154,9.866721016,TCGA.EL.A3T7,2.76989,2.793574,-0.06954694,-0.1450135,0.6832758,THCA,TCGA-EL-A3T7,TCGA-EL-A3T7-01A-11R-A22L-07,TP,Primary solid Tumor,1,1,A22L,1,0,1,Endocrine_tissues,1,Tumor,TCGA-EL-A3T7-01A
TCGA.EL.A3T7.11A,5.316095044,9.089747067,TCGA.EL.A3T7,1.750899,1.65281,-0.8137129,-1.164004,0.3735053,THCA,TCGA-EL-A3T7,TCGA-EL-A3T7-11A-21R-A22L-07,NT,Solid Tissue Normal,1,1,A22L,1,0,1,Endocrine_tissues,1,Normal,TCGA-EL-A3T7-11A
TCGA.EL.A3T8.01A,4.288210889,10.34505035,TCGA.EL.A3T8,2.477883,2.495984,-0.2939889,-0.4370205,0.6156581,THCA,TCGA-EL-A3T8,TCGA-EL-A3T8-01A-21R-A22L-07,TP,Primary solid Tumor,1,1,A22L,1,0,1,Endocrine_tissues,1,Tumor,TCGA-EL-A3T8-01A
TCGA.EL.A3T8.11A,5.124361224,10.18127651,TCGA.EL.A3T8,2.099606,1.911505,-0.5887546,-0.8152977,0.5027473,THCA,TCGA-EL-A3T8,TCGA-EL-A3T8-11A-11R-A22L-07,NT,Solid Tissue Normal,1,1,A22L,1,0,1,Endocrine_tissues,1,Normal,TCGA-EL-A3T8-11A
TCGA.EL.A3T9.01A,5.828202507,9.362689047,TCGA.EL.A3T9,3.255657,3.246959,0.2667825,0.3407538,0.8807274,THCA,TCGA-EL-A3T9,TCGA-EL-A3T9-01A-21R-A22L-07,TP,Primary solid Tumor,1,1,A22L,1,0,1,Endocrine_tissues,1,Tumor,TCGA-EL-A3T9-01A
TCGA.EL.A3TA.01A,5.353009167,8.750248064,TCGA.EL.A3TA,3.760928,3.624006,0.5913927,0.8460245,1.063021,THCA,TCGA-EL-A3TA,TCGA-EL-A3TA-01A-12R-A22L-07,TP,Primary solid Tumor,1,1,A22L,1,0,1,Endocrine_tissues,1,Tumor,TCGA-EL-A3TA-01A
TCGA.EL.A3TA.11A,5.676061439,9.590573951,TCGA.EL.A3TA,2.268874,2.091276,-0.4648456,-0.6460296,0.5458211,THCA,TCGA-EL-A3TA,TCGA-EL-A3TA-11A-12R-A22L-07,NT,Solid Tissue Normal,1,1,A22L,1,0,1,Endocrine_tissues,1,Normal,TCGA-EL-A3TA-11A
TCGA.EL.A3TB.01A,4.418608255,8.303296725,TCGA.EL.A3TB,2.697901,2.419744,-0.1584712,-0.2170023,0.679785,THCA,TCGA-EL-A3TB,TCGA-EL-A3TB-01A-11R-A22L-07,TP,Primary solid Tumor,1,1,A22L,1,0,1,Endocrine_tissues,1,Tumor,TCGA-EL-A3TB-01A
TCGA.EL.A3TB.11A,5.981959938,8.435324389,TCGA.EL.A3TB,2.417661,2.219049,-0.3856942,-0.4972421,0.633208,THCA,TCGA-EL-A3TB,TCGA-EL-A3TB-11A-11R-A22L-07,NT,Solid Tissue Normal,1,1,A22L,1,0,1,Endocrine_tissues,1,Normal,TCGA-EL-A3TB-11A
TCGA.EL.A3ZG.01A,6.578934186,4.958313745,TCGA.EL.A3ZG,1.912611,1.897267,-0.7044135,-1.002293,0.4115922,THCA,TCGA-EL-A3ZG,TCGA-EL-A3ZG-01A-11R-A23N-07,TP,Primary solid Tumor,1,1,A23N,1,0,1,Endocrine_tissues,1,Tumor,TCGA-EL-A3ZG-01A
TCGA.EL.A3ZG.11A,5.292954715,8.441155602,TCGA.EL.A3ZG,1.005635,1.040165,-1.332883,-1.909268,0.1149841,THCA,TCGA-EL-A3ZG,TCGA-EL-A3ZG-11A-13R-A23N-07,NT,Solid Tissue Normal,1,1,A23N,1,0,1,Endocrine_tissues,1,Normal,TCGA-EL-A3ZG-11A
TCGA.EL.A3ZH.01A,6.081725221,10.98105347,TCGA.EL.A3ZH,1.857733,1.822954,-0.7082875,-1.05717,0.3921558,THCA,TCGA-EL-A3ZH,TCGA-EL-A3ZH-01A-31R-A23N-07,TP,Primary solid Tumor,1,1,A23N,1,0,1,Endocrine_tissues,1,Tumor,TCGA-EL-A3ZH-01A
TCGA.EL.A3ZH.11A,5.490265258,8.479687314,TCGA.EL.A3ZH,1.967771,1.936416,-0.6499969,-0.9471321,0.4365619,THCA,TCGA-EL-A3ZH,TCGA-EL-A3ZH-11A-11R-A23N-07,NT,Solid Tissue Normal,1,1,A23N,1,0,1,Endocrine_tissues,1,Normal,TCGA-EL-A3ZH-11A
TCGA.EL.A3ZK.01A,5.870870191,10.84142282,TCGA.EL.A3ZK,3.510996,3.51403,0.4318764,0.5960931,0.9687136,THCA,TCGA-EL-A3ZK,TCGA-EL-A3ZK-01A-21R-A23N-07,TP,Primary solid Tumor,1,1,A23N,1,0,1,Endocrine_tissues,1,Tumor,TCGA-EL-A3ZK-01A
TCGA.EL.A3ZK.11A,5.938165798,8.922447634,TCGA.EL.A3ZK,4.546163,4.22382,1.118741,1.63126,1.361444,THCA,TCGA-EL-A3ZK,TCGA-EL-A3ZK-11A-11R-A23N-07,NT,Solid Tissue Normal,1,1,A23N,1,0,1,Endocrine_tissues,1,Normal,TCGA-EL-A3ZK-11A
TCGA.EL.A3ZL.01A,3.562010353,8.164031996,TCGA.EL.A3ZL,2.101328,2.200101,-0.5479146,-0.8135757,0.4584748,THCA,TCGA-EL-A3ZL,TCGA-EL-A3ZL-01A-11R-A23N-07,TP,Primary solid Tumor,1,1,A23N,1,0,1,Endocrine_tissues,1,Tumor,TCGA-EL-A3ZL-01A
TCGA.EL.A3ZL.11A,4.834271303,9.781853096,TCGA.EL.A3ZL,2.910544,2.879205,-0.02008506,-0.004359708,0.7736801,THCA,TCGA-EL-A3ZL,TCGA-EL-A3ZL-11A-11R-A23N-07,NT,Solid Tissue Normal,1,1,A23N,1,0,1,Endocrine_tissues,1,Normal,TCGA-EL-A3ZL-11A
TCGA.EL.A3ZM.01A,6.051846251,10.16385091,TCGA.EL.A3ZM,3.315421,3.183401,0.2983391,0.4005178,0.8676046,THCA,TCGA-EL-A3ZM,TCGA-EL-A3ZM-01A-12R-A23N-07,TP,Primary solid Tumor,1,1,A23N,1,0,1,Endocrine_tissues,1,Tumor,TCGA-EL-A3ZM-01A
TCGA.EL.A3ZM.11A,4.736144828,8.9198406,TCGA.EL.A3ZM,1.133941,1.012062,-1.234116,-1.780962,0.1383755,THCA,TCGA-EL-A3ZM,TCGA-EL-A3ZM-11A-12R-A23N-07,NT,Solid Tissue Normal,1,1,A23N,1,0,1,Endocrine_tissues,1,Normal,TCGA-EL-A3ZM-11A
TCGA.EL.A3ZN.01A,5.919809621,7.665335917,TCGA.EL.A3ZN,2.328924,2.235593,-0.377092,-0.5859796,0.5295405,THCA,TCGA-EL-A3ZN,TCGA-EL-A3ZN-01A-11R-A23N-07,TP,Primary solid Tumor,1,1,A23N,1,0,1,Endocrine_tissues,1,Tumor,TCGA-EL-A3ZN-01A
TCGA.EL.A3ZO.01A,6.102868054,9.888543875,TCGA.EL.A3ZO,4.342669,4.3026,0.9841275,1.427766,1.265892,THCA,TCGA-EL-A3ZO,TCGA-EL-A3ZO-01A-11R-A23N-07,TP,Primary solid Tumor,1,1,A23N,1,0,1,Endocrine_tissues,1,Tumor,TCGA-EL-A3ZO-01A
TCGA.EL.A3ZO.11A,6.678194473,9.436603284,TCGA.EL.A3ZO,2.18986,2.118131,-0.5199319,-0.7250437,0.5265121,THCA,TCGA-EL-A3ZO,TCGA-EL-A3ZO-11A-12R-A23N-07,NT,Solid Tissue Normal,1,1,A23N,1,0,1,Endocrine_tissues,1,Normal,TCGA-EL-A3ZO-11A
TCGA.EL.A3ZP.01A,5.302483566,8.696310342,TCGA.EL.A3ZP,4.374384,4.169599,0.9948331,1.459481,1.280474,THCA,TCGA-EL-A3ZP,TCGA-EL-A3ZP-01A-11R-A23N-07,TP,Primary solid Tumor,1,1,A23N,1,0,1,Endocrine_tissues,1,Tumor,TCGA-EL-A3ZP-01A
TCGA.EL.A3ZP.11A,5.745742886,7.598327982,TCGA.EL.A3ZP,4.617037,4.579893,1.156801,1.702134,1.408239,THCA,TCGA-EL-A3ZP,TCGA-EL-A3ZP-11A-11R-A23N-07,NT,Solid Tissue Normal,1,1,A23N,1,0,1,Endocrine_tissues,1,Normal,TCGA-EL-A3ZP-11A
TCGA.EL.A3ZQ.01A,5.38880603,6.083847334,TCGA.EL.A3ZQ,3.787284,3.676881,0.6240978,0.8723806,1.075881,THCA,TCGA-EL-A3ZQ,TCGA-EL-A3ZQ-01A-11R-A23N-07,TP,Primary solid Tumor,1,1,A23N,1,0,1,Endocrine_tissues,1,Tumor,TCGA-EL-A3ZQ-01A
TCGA.EL.A3ZQ.11A,5.491461913,9.67145084,TCGA.EL.A3ZQ,2.801859,2.707002,-0.09644835,-0.1130442,0.7695947,THCA,TCGA-EL-A3ZQ,TCGA-EL-A3ZQ-11A-11R-A23N-07,NT,Solid Tissue Normal,1,1,A23N,1,0,1,Endocrine_tissues,1,Normal,TCGA-EL-A3ZQ-11A
TCGA.EL.A3ZR.01A,5.853104912,6.466126233,TCGA.EL.A3ZR,0.7292175,0.5645148,-1.493572,-2.185686,-0.01403668,THCA,TCGA-EL-A3ZR,TCGA-EL-A3ZR-01A-11R-A23N-07,TP,Primary solid Tumor,1,1,A23N,1,0,1,Endocrine_tissues,1,Tumor,TCGA-EL-A3ZR-01A
TCGA.EL.A3ZR.11A,4.822281466,8.672397054,TCGA.EL.A3ZR,3.052981,3.018253,0.0873809,0.1380775,0.8192075,THCA,TCGA-EL-A3ZR,TCGA-EL-A3ZR-11A-11R-A23N-07,NT,Solid Tissue Normal,1,1,A23N,1,0,1,Endocrine_tissues,1,Normal,TCGA-EL-A3ZR-11A
TCGA.EL.A3ZS.01A,5.703455127,8.657757891,TCGA.EL.A3ZS,4.508183,4.446012,1.093538,1.593279,1.352115,THCA,TCGA-EL-A3ZS,TCGA-EL-A3ZS-01A-12R-A23N-07,TP,Primary solid Tumor,1,1,A23N,1,0,1,Endocrine_tissues,1,Tumor,TCGA-EL-A3ZS-01A
TCGA.EL.A3ZS.11A,4.738389553,6.040848606,TCGA.EL.A3ZS,6.509295,6.611082,2.496712,3.594392,2.066047,THCA,TCGA-EL-A3ZS,TCGA-EL-A3ZS-11A-11R-A23N-07,NT,Solid Tissue Normal,1,1,A23N,1,0,1,Endocrine_tissues,1,Normal,TCGA-EL-A3ZS-11A
TCGA.EL.A3ZT.01A,4.922840066,10.91108484,TCGA.EL.A3ZT,2.38908,2.242103,-0.3483833,-0.5258236,0.5916266,THCA,TCGA-EL-A3ZT,TCGA-EL-A3ZT-01A-12R-A23N-07,TP,Primary solid Tumor,1,1,A23N,1,0,1,Endocrine_tissues,1,Tumor,TCGA-EL-A3ZT-01A
TCGA.EL.A3ZT.11A,6.156970927,9.282662197,TCGA.EL.A3ZT,1.458735,1.478205,-1.020258,-1.456168,0.2802,THCA,TCGA-EL-A3ZT,TCGA-EL-A3ZT-11A-13R-A23N-07,NT,Solid Tissue Normal,1,1,A23N,1,0,1,Endocrine_tissues,1,Normal,TCGA-EL-A3ZT-11A
TCGA.EL.A4JV.01A,5.314997358,6.447957673,TCGA.EL.A4JV,1.761159,1.732141,-0.8074037,-1.153744,0.386462,THCA,TCGA-EL-A4JV,TCGA-EL-A4JV-01A-11R-A250-07,TP,Primary solid Tumor,1,1,A250,1,0,1,Endocrine_tissues,1,Tumor,TCGA-EL-A4JV-01A
TCGA.EL.A4JW.01A,5.978753925,9.525522767,TCGA.EL.A4JW,2.991425,2.966961,0.0419552,0.07652216,0.808319,THCA,TCGA-EL-A4JW,TCGA-EL-A4JW-01A-11R-A250-07,TP,Primary solid Tumor,1,1,A250,1,0,1,Endocrine_tissues,1,Tumor,TCGA-EL-A4JW-01A
TCGA.EL.A4JX.01A,6.053934568,9.978910621,TCGA.EL.A4JX,5.521807,5.404209,1.780698,2.606903,1.707141,THCA,TCGA-EL-A4JX,TCGA-EL-A4JX-01A-12R-A250-07,TP,Primary solid Tumor,1,1,A250,1,0,1,Endocrine_tissues,1,Tumor,TCGA-EL-A4JX-01A
TCGA.EL.A4JZ.01A,5.517505624,6.070623317,TCGA.EL.A4JZ,4.586505,4.322113,1.152815,1.671601,1.346247,THCA,TCGA-EL-A4JZ,TCGA-EL-A4JZ-01A-11R-A250-07,TP,Primary solid Tumor,1,1,A250,1,0,1,Endocrine_tissues,1,Tumor,TCGA-EL-A4JZ-01A
TCGA.EL.A4K0.01A,4.57944568,8.447376696,TCGA.EL.A4K0,3.442098,3.369377,0.3858324,0.5271948,0.9706505,THCA,TCGA-EL-A4K0,TCGA-EL-A4K0-01A-11R-A250-07,TP,Primary solid Tumor,1,1,A250,1,0,1,Endocrine_tissues,1,Tumor,TCGA-EL-A4K0-01A
TCGA.EL.A4K1.01A,4.602718163,7.153805336,TCGA.EL.A4K1,2.982515,2.94728,0.05780203,0.06761136,0.7705067,THCA,TCGA-EL-A4K1,TCGA-EL-A4K1-01A-11R-A250-07,TP,Primary solid Tumor,1,1,A250,1,0,1,Endocrine_tissues,1,Tumor,TCGA-EL-A4K1-01A
TCGA.EL.A4K2.01A,5.850939406,9.507812476,TCGA.EL.A4K2,4.044434,3.987795,0.8083594,1.129531,1.156813,THCA,TCGA-EL-A4K2,TCGA-EL-A4K2-01A-11R-A250-07,TP,Primary solid Tumor,1,1,A250,1,0,1,Endocrine_tissues,1,Tumor,TCGA-EL-A4K2-01A
TCGA.EL.A4K4.01A,5.918693919,10.87903946,TCGA.EL.A4K4,3.428511,3.338742,0.3638058,0.5136082,0.9196927,THCA,TCGA-EL-A4K4,TCGA-EL-A4K4-01A-11R-A250-07,TP,Primary solid Tumor,1,1,A250,1,0,1,Endocrine_tissues,1,Tumor,TCGA-EL-A4K4-01A
TCGA.EL.A4K6.01A,3.35511496,8.450349359,TCGA.EL.A4K6,0.9211035,0.8867722,-1.356335,-1.9938,0.07301086,THCA,TCGA-EL-A4K6,TCGA-EL-A4K6-01A-12R-A250-07,TP,Primary solid Tumor,1,1,A250,1,0,1,Endocrine_tissues,1,Tumor,TCGA-EL-A4K6-01A
TCGA.EL.A4K7.01A,5.267685603,9.164283467,TCGA.EL.A4K7,1.641499,1.669425,-0.8542107,-1.273404,0.2848509,THCA,TCGA-EL-A4K7,TCGA-EL-A4K7-01A-11R-A250-07,TP,Primary solid Tumor,1,1,A250,1,0,1,Endocrine_tissues,1,Tumor,TCGA-EL-A4K7-01A
TCGA.EL.A4K9.01A,4.978287168,8.811898047,TCGA.EL.A4K9,2.915059,2.938358,0.01281812,0.000156218,0.7425418,THCA,TCGA-EL-A4K9,TCGA-EL-A4K9-01A-11R-A250-07,TP,Primary solid Tumor,1,1,A250,1,0,1,Endocrine_tissues,1,Tumor,TCGA-EL-A4K9-01A
TCGA.EL.A4KD.01A,4.722017845,9.898740436,TCGA.EL.A4KD,2.896689,2.942421,-0.003067944,-0.0182145,0.7691431,THCA,TCGA-EL-A4KD,TCGA-EL-A4KD-01A-11R-A250-07,TP,Primary solid Tumor,1,1,A250,1,0,1,Endocrine_tissues,1,Tumor,TCGA-EL-A4KD-01A
